quarter,region,house_type,avg_sqm_price_real,n_transactions,cumulative_max,drawdown_pct
1996Q4,Bornholm,Farm,9909.8,6,9909.8,0.0
1997Q3,Bornholm,Farm,8398.7,6,9909.8,-15.25
1997Q4,Bornholm,Farm,5394.5,6,9909.8,-45.56
1998Q3,Bornholm,Farm,8617.2,6,9909.8,-13.04
1999Q2,Bornholm,Farm,7005.9,7,9909.8,-29.3
1999Q3,Bornholm,Farm,7782.1,10,9909.8,-21.47
1999Q4,Bornholm,Farm,6804.8,5,9909.8,-31.33
2000Q1,Bornholm,Farm,5993.3,5,9909.8,-39.52
2001Q1,Bornholm,Farm,7573.6,7,9909.8,-23.57
2001Q2,Bornholm,Farm,6411.5,5,9909.8,-35.3
2001Q3,Bornholm,Farm,6247.7,8,9909.8,-36.95
2001Q4,Bornholm,Farm,8431.3,6,9909.8,-14.92
2002Q1,Bornholm,Farm,9130.5,8,9909.8,-7.86
2002Q2,Bornholm,Farm,7805.3,5,9909.8,-21.24
2002Q4,Bornholm,Farm,11016.0,5,11016.0,0.0
2003Q1,Bornholm,Farm,6163.3,6,11016.0,-44.05
2003Q2,Bornholm,Farm,17054.5,5,17054.5,0.0
2003Q3,Bornholm,Farm,17140.4,5,17140.4,0.0
2004Q1,Bornholm,Farm,8489.5,7,17140.4,-50.47
2004Q2,Bornholm,Farm,12267.8,7,17140.4,-28.43
2004Q4,Bornholm,Farm,10002.7,10,17140.4,-41.64
2005Q1,Bornholm,Farm,5438.7,5,17140.4,-68.27
2005Q2,Bornholm,Farm,8439.2,5,17140.4,-50.76
2005Q3,Bornholm,Farm,5687.2,5,17140.4,-66.82
2005Q4,Bornholm,Farm,25081.8,9,25081.8,0.0
2006Q2,Bornholm,Farm,8909.0,10,25081.8,-64.48
2006Q3,Bornholm,Farm,6374.3,6,25081.8,-74.59
2006Q4,Bornholm,Farm,13040.9,7,25081.8,-48.01
2007Q1,Bornholm,Farm,17445.7,11,25081.8,-30.45
2007Q2,Bornholm,Farm,12585.0,7,25081.8,-49.82
2008Q2,Bornholm,Farm,10678.6,9,25081.8,-57.42
2008Q3,Bornholm,Farm,13002.0,8,25081.8,-48.16
2008Q4,Bornholm,Farm,14227.5,7,25081.8,-43.28
2009Q4,Bornholm,Farm,10566.6,8,25081.8,-57.87
2010Q1,Bornholm,Farm,15122.8,7,25081.8,-39.71
2010Q2,Bornholm,Farm,8169.2,9,25081.8,-67.43
2010Q3,Bornholm,Farm,7988.4,5,25081.8,-68.15
2010Q4,Bornholm,Farm,10147.4,5,25081.8,-59.54
2011Q2,Bornholm,Farm,11716.7,5,25081.8,-53.29
2011Q3,Bornholm,Farm,7900.5,9,25081.8,-68.5
2012Q2,Bornholm,Farm,7082.4,6,25081.8,-71.76
2012Q4,Bornholm,Farm,7121.1,6,25081.8,-71.61
2013Q1,Bornholm,Farm,9319.8,10,25081.8,-62.84
2013Q2,Bornholm,Farm,8302.6,5,25081.8,-66.9
2013Q3,Bornholm,Farm,10568.5,10,25081.8,-57.86
2013Q4,Bornholm,Farm,5324.2,7,25081.8,-78.77
2014Q3,Bornholm,Farm,5721.4,7,25081.8,-77.19
2014Q4,Bornholm,Farm,7933.3,5,25081.8,-68.37
2015Q1,Bornholm,Farm,5578.1,10,25081.8,-77.76
2015Q2,Bornholm,Farm,10214.8,7,25081.8,-59.27
2015Q3,Bornholm,Farm,10871.3,9,25081.8,-56.66
2015Q4,Bornholm,Farm,9350.1,5,25081.8,-62.72
2016Q2,Bornholm,Farm,10026.5,9,25081.8,-60.02
2016Q3,Bornholm,Farm,10340.8,9,25081.8,-58.77
2016Q4,Bornholm,Farm,13081.0,5,25081.8,-47.85
2017Q3,Bornholm,Farm,9078.6,12,25081.8,-63.8
2017Q4,Bornholm,Farm,8566.1,18,25081.8,-65.85
2018Q1,Bornholm,Farm,8679.9,9,25081.8,-65.39
2018Q2,Bornholm,Farm,11361.4,13,25081.8,-54.7
2018Q3,Bornholm,Farm,8712.4,14,25081.8,-65.26
2018Q4,Bornholm,Farm,7007.7,13,25081.8,-72.06
2019Q1,Bornholm,Farm,10818.0,12,25081.8,-56.87
2019Q2,Bornholm,Farm,9771.2,13,25081.8,-61.04
2019Q3,Bornholm,Farm,8091.7,10,25081.8,-67.74
2019Q4,Bornholm,Farm,8786.8,10,25081.8,-64.97
2020Q1,Bornholm,Farm,11988.2,14,25081.8,-52.2
2020Q2,Bornholm,Farm,10126.7,18,25081.8,-59.63
2020Q3,Bornholm,Farm,9930.6,16,25081.8,-60.41
2020Q4,Bornholm,Farm,11112.7,22,25081.8,-55.69
2021Q1,Bornholm,Farm,11698.0,17,25081.8,-53.36
2021Q2,Bornholm,Farm,13733.7,20,25081.8,-45.24
2021Q3,Bornholm,Farm,11720.8,17,25081.8,-53.27
2021Q4,Bornholm,Farm,12069.5,13,25081.8,-51.88
2022Q1,Bornholm,Farm,13118.9,13,25081.8,-47.7
2022Q2,Bornholm,Farm,12928.2,13,25081.8,-48.46
2022Q3,Bornholm,Farm,12731.3,8,25081.8,-49.24
2022Q4,Bornholm,Farm,11604.4,11,25081.8,-53.73
2023Q1,Bornholm,Farm,8989.9,14,25081.8,-64.16
2023Q2,Bornholm,Farm,13615.7,7,25081.8,-45.71
2023Q3,Bornholm,Farm,5269.7,10,25081.8,-78.99
2023Q4,Bornholm,Farm,12027.5,21,25081.8,-52.05
2024Q1,Bornholm,Farm,7852.0,16,25081.8,-68.69
2024Q2,Bornholm,Farm,8515.3,9,25081.8,-66.05
2024Q3,Bornholm,Farm,9725.7,9,25081.8,-61.22
1996Q1,Bornholm,Summerhouse,9846.7,5,9846.7,0.0
1996Q2,Bornholm,Summerhouse,8110.6,7,9846.7,-17.63
1996Q3,Bornholm,Summerhouse,9736.4,10,9846.7,-1.12
1996Q4,Bornholm,Summerhouse,23944.2,15,23944.2,0.0
1997Q1,Bornholm,Summerhouse,12906.2,8,23944.2,-46.1
1997Q2,Bornholm,Summerhouse,12431.3,8,23944.2,-48.08
1997Q3,Bornholm,Summerhouse,8988.4,10,23944.2,-62.46
1997Q4,Bornholm,Summerhouse,11377.8,9,23944.2,-52.48
1998Q1,Bornholm,Summerhouse,8900.8,8,23944.2,-62.83
1998Q2,Bornholm,Summerhouse,10569.1,11,23944.2,-55.86
1998Q3,Bornholm,Summerhouse,14625.2,10,23944.2,-38.92
1998Q4,Bornholm,Summerhouse,9956.3,11,23944.2,-58.42
1999Q1,Bornholm,Summerhouse,10985.8,6,23944.2,-54.12
1999Q2,Bornholm,Summerhouse,11991.9,11,23944.2,-49.92
1999Q3,Bornholm,Summerhouse,13100.9,12,23944.2,-45.29
2000Q1,Bornholm,Summerhouse,10434.0,9,23944.2,-56.42
2000Q2,Bornholm,Summerhouse,12260.8,15,23944.2,-48.79
2000Q3,Bornholm,Summerhouse,10408.9,10,23944.2,-56.53
2000Q4,Bornholm,Summerhouse,11743.0,7,23944.2,-50.96
2001Q1,Bornholm,Summerhouse,22476.2,7,23944.2,-6.13
2001Q2,Bornholm,Summerhouse,14820.5,14,23944.2,-38.1
2001Q3,Bornholm,Summerhouse,17686.2,11,23944.2,-26.14
2001Q4,Bornholm,Summerhouse,11743.6,10,23944.2,-50.95
2002Q1,Bornholm,Summerhouse,11925.5,10,23944.2,-50.19
2002Q2,Bornholm,Summerhouse,14474.5,16,23944.2,-39.55
2002Q3,Bornholm,Summerhouse,13790.3,17,23944.2,-42.41
2002Q4,Bornholm,Summerhouse,10025.9,10,23944.2,-58.13
2003Q1,Bornholm,Summerhouse,14689.1,11,23944.2,-38.65
2003Q2,Bornholm,Summerhouse,16713.7,32,23944.2,-30.2
2003Q3,Bornholm,Summerhouse,11701.5,21,23944.2,-51.13
2003Q4,Bornholm,Summerhouse,13372.3,17,23944.2,-44.15
2004Q1,Bornholm,Summerhouse,13402.2,13,23944.2,-44.03
2004Q2,Bornholm,Summerhouse,13871.3,20,23944.2,-42.07
2004Q3,Bornholm,Summerhouse,13306.4,13,23944.2,-44.43
2004Q4,Bornholm,Summerhouse,17034.0,11,23944.2,-28.86
2005Q1,Bornholm,Summerhouse,27338.7,18,27338.7,0.0
2005Q2,Bornholm,Summerhouse,17542.9,35,27338.7,-35.83
2005Q3,Bornholm,Summerhouse,17039.4,31,27338.7,-37.67
2005Q4,Bornholm,Summerhouse,20495.1,26,27338.7,-25.03
2006Q1,Bornholm,Summerhouse,19065.2,24,27338.7,-30.26
2006Q2,Bornholm,Summerhouse,17770.1,18,27338.7,-35.0
2006Q3,Bornholm,Summerhouse,20420.5,17,27338.7,-25.31
2006Q4,Bornholm,Summerhouse,18620.2,20,27338.7,-31.89
2007Q1,Bornholm,Summerhouse,17941.4,21,27338.7,-34.37
2007Q2,Bornholm,Summerhouse,25505.9,15,27338.7,-6.7
2007Q3,Bornholm,Summerhouse,19945.6,22,27338.7,-27.04
2007Q4,Bornholm,Summerhouse,27291.3,11,27338.7,-0.17
2008Q2,Bornholm,Summerhouse,20887.7,19,27338.7,-23.6
2008Q3,Bornholm,Summerhouse,29585.8,23,29585.8,0.0
2008Q4,Bornholm,Summerhouse,23272.3,6,29585.8,-21.34
2009Q2,Bornholm,Summerhouse,23749.5,17,29585.8,-19.73
2009Q3,Bornholm,Summerhouse,18466.9,12,29585.8,-37.58
2009Q4,Bornholm,Summerhouse,19338.3,17,29585.8,-34.64
2010Q1,Bornholm,Summerhouse,21149.2,10,29585.8,-28.52
2010Q2,Bornholm,Summerhouse,19068.6,27,29585.8,-35.55
2010Q3,Bornholm,Summerhouse,17601.1,32,29585.8,-40.51
2010Q4,Bornholm,Summerhouse,18443.1,16,29585.8,-37.66
2011Q1,Bornholm,Summerhouse,24561.5,13,29585.8,-16.98
2011Q2,Bornholm,Summerhouse,11775.1,8,29585.8,-60.2
2011Q3,Bornholm,Summerhouse,12281.0,30,29585.8,-58.49
2011Q4,Bornholm,Summerhouse,16395.2,18,29585.8,-44.58
2012Q1,Bornholm,Summerhouse,14995.8,9,29585.8,-49.31
2012Q2,Bornholm,Summerhouse,16539.1,14,29585.8,-44.1
2012Q3,Bornholm,Summerhouse,13086.8,16,29585.8,-55.77
2012Q4,Bornholm,Summerhouse,15326.8,12,29585.8,-48.2
2013Q1,Bornholm,Summerhouse,12997.4,10,29585.8,-56.07
2013Q2,Bornholm,Summerhouse,14535.1,17,29585.8,-50.87
2013Q3,Bornholm,Summerhouse,14193.7,23,29585.8,-52.03
2013Q4,Bornholm,Summerhouse,15892.9,25,29585.8,-46.28
2014Q1,Bornholm,Summerhouse,15568.7,16,29585.8,-47.38
2014Q2,Bornholm,Summerhouse,16935.1,29,29585.8,-42.76
2014Q3,Bornholm,Summerhouse,13885.7,26,29585.8,-53.07
2014Q4,Bornholm,Summerhouse,16157.3,19,29585.8,-45.39
2015Q1,Bornholm,Summerhouse,10921.0,15,29585.8,-63.09
2015Q2,Bornholm,Summerhouse,14933.9,23,29585.8,-49.52
2015Q3,Bornholm,Summerhouse,12399.0,28,29585.8,-58.09
2015Q4,Bornholm,Summerhouse,24315.0,23,29585.8,-17.82
2016Q1,Bornholm,Summerhouse,17047.8,17,29585.8,-42.38
2016Q2,Bornholm,Summerhouse,16432.2,41,29585.8,-44.46
2016Q3,Bornholm,Summerhouse,14901.1,26,29585.8,-49.63
2016Q4,Bornholm,Summerhouse,24353.1,30,29585.8,-17.69
2017Q3,Bornholm,Summerhouse,15920.1,44,29585.8,-46.19
2017Q4,Bornholm,Summerhouse,15448.2,30,29585.8,-47.78
2018Q1,Bornholm,Summerhouse,16779.1,20,29585.8,-43.29
2018Q2,Bornholm,Summerhouse,19014.5,35,29585.8,-35.73
2018Q3,Bornholm,Summerhouse,17664.0,48,29585.8,-40.3
2018Q4,Bornholm,Summerhouse,17897.0,42,29585.8,-39.51
2019Q1,Bornholm,Summerhouse,14450.8,31,29585.8,-51.16
2019Q2,Bornholm,Summerhouse,19102.7,46,29585.8,-35.43
2019Q3,Bornholm,Summerhouse,16406.2,56,29585.8,-44.55
2019Q4,Bornholm,Summerhouse,18362.6,48,29585.8,-37.93
2020Q1,Bornholm,Summerhouse,22814.5,35,29585.8,-22.89
2020Q2,Bornholm,Summerhouse,17407.2,65,29585.8,-41.16
2020Q3,Bornholm,Summerhouse,22153.1,66,29585.8,-25.12
2020Q4,Bornholm,Summerhouse,20857.8,58,29585.8,-29.5
2021Q1,Bornholm,Summerhouse,22284.5,51,29585.8,-24.68
2021Q2,Bornholm,Summerhouse,24952.5,66,29585.8,-15.66
2021Q3,Bornholm,Summerhouse,26038.6,44,29585.8,-11.99
2021Q4,Bornholm,Summerhouse,25536.2,36,29585.8,-13.69
2022Q1,Bornholm,Summerhouse,27116.6,28,29585.8,-8.35
2022Q2,Bornholm,Summerhouse,30826.4,41,30826.4,0.0
2022Q3,Bornholm,Summerhouse,25162.3,38,30826.4,-18.37
2022Q4,Bornholm,Summerhouse,26109.0,23,30826.4,-15.3
2023Q1,Bornholm,Summerhouse,27501.8,28,30826.4,-10.78
2023Q2,Bornholm,Summerhouse,24206.4,34,30826.4,-21.48
2023Q3,Bornholm,Summerhouse,23331.3,31,30826.4,-24.31
2023Q4,Bornholm,Summerhouse,26523.7,41,30826.4,-13.96
2024Q1,Bornholm,Summerhouse,27631.6,18,30826.4,-10.36
2024Q2,Bornholm,Summerhouse,25760.1,47,30826.4,-16.43
2024Q3,Bornholm,Summerhouse,24020.2,34,30826.4,-22.08
1996Q1,Bornholm,Townhouse,7085.6,10,7085.6,0.0
1996Q2,Bornholm,Townhouse,6691.6,14,7085.6,-5.56
1996Q3,Bornholm,Townhouse,7361.8,8,7361.8,0.0
1996Q4,Bornholm,Townhouse,6500.7,10,7361.8,-11.7
1997Q1,Bornholm,Townhouse,9158.1,8,9158.1,0.0
1997Q2,Bornholm,Townhouse,7449.7,9,9158.1,-18.65
1997Q3,Bornholm,Townhouse,29660.1,15,29660.1,0.0
1997Q4,Bornholm,Townhouse,9992.7,7,29660.1,-66.31
1998Q1,Bornholm,Townhouse,8882.7,7,29660.1,-70.05
1998Q2,Bornholm,Townhouse,8996.5,13,29660.1,-69.67
1998Q3,Bornholm,Townhouse,7565.2,16,29660.1,-74.49
1998Q4,Bornholm,Townhouse,6790.3,10,29660.1,-77.11
1999Q1,Bornholm,Townhouse,7586.2,10,29660.1,-74.42
1999Q2,Bornholm,Townhouse,8072.7,14,29660.1,-72.78
1999Q3,Bornholm,Townhouse,10352.9,13,29660.1,-65.09
1999Q4,Bornholm,Townhouse,10979.2,8,29660.1,-62.98
2000Q1,Bornholm,Townhouse,12907.2,16,29660.1,-56.48
2000Q2,Bornholm,Townhouse,7102.5,13,29660.1,-76.05
2000Q3,Bornholm,Townhouse,7246.7,13,29660.1,-75.57
2000Q4,Bornholm,Townhouse,9778.6,12,29660.1,-67.03
2001Q1,Bornholm,Townhouse,7386.1,19,29660.1,-75.1
2001Q2,Bornholm,Townhouse,7309.5,13,29660.1,-75.36
2001Q3,Bornholm,Townhouse,6652.8,12,29660.1,-77.57
2001Q4,Bornholm,Townhouse,6819.0,7,29660.1,-77.01
2002Q1,Bornholm,Townhouse,8038.1,19,29660.1,-72.9
2002Q2,Bornholm,Townhouse,6527.2,11,29660.1,-77.99
2002Q3,Bornholm,Townhouse,14622.2,21,29660.1,-50.7
2002Q4,Bornholm,Townhouse,9406.9,12,29660.1,-68.28
2003Q1,Bornholm,Townhouse,8298.7,22,29660.1,-72.02
2003Q2,Bornholm,Townhouse,10009.2,19,29660.1,-66.25
2003Q3,Bornholm,Townhouse,7736.4,16,29660.1,-73.92
2003Q4,Bornholm,Townhouse,14480.8,20,29660.1,-51.18
2004Q1,Bornholm,Townhouse,9877.7,23,29660.1,-66.7
2004Q2,Bornholm,Townhouse,10512.8,8,29660.1,-64.56
2004Q3,Bornholm,Townhouse,9107.6,11,29660.1,-69.29
2004Q4,Bornholm,Townhouse,10868.4,21,29660.1,-63.36
2005Q1,Bornholm,Townhouse,9782.7,12,29660.1,-67.02
2005Q2,Bornholm,Townhouse,10507.4,25,29660.1,-64.57
2005Q3,Bornholm,Townhouse,11129.7,16,29660.1,-62.48
2005Q4,Bornholm,Townhouse,8619.1,17,29660.1,-70.94
2006Q1,Bornholm,Townhouse,8410.0,26,29660.1,-71.65
2006Q2,Bornholm,Townhouse,10639.7,20,29660.1,-64.13
2006Q3,Bornholm,Townhouse,16039.5,13,29660.1,-45.92
2006Q4,Bornholm,Townhouse,11386.3,15,29660.1,-61.61
2007Q1,Bornholm,Townhouse,15960.5,30,29660.1,-46.19
2007Q2,Bornholm,Townhouse,11896.0,21,29660.1,-59.89
2007Q3,Bornholm,Townhouse,13249.7,20,29660.1,-55.33
2007Q4,Bornholm,Townhouse,13079.1,15,29660.1,-55.9
2008Q1,Bornholm,Townhouse,10484.3,21,29660.1,-64.65
2008Q2,Bornholm,Townhouse,10554.9,28,29660.1,-64.41
2008Q3,Bornholm,Townhouse,11344.6,12,29660.1,-61.75
2008Q4,Bornholm,Townhouse,21299.3,17,29660.1,-28.19
2009Q1,Bornholm,Townhouse,14906.7,10,29660.1,-49.74
2009Q2,Bornholm,Townhouse,11949.3,14,29660.1,-59.71
2009Q3,Bornholm,Townhouse,9996.0,16,29660.1,-66.3
2009Q4,Bornholm,Townhouse,35556.7,23,35556.7,0.0
2010Q1,Bornholm,Townhouse,10204.3,13,35556.7,-71.3
2010Q2,Bornholm,Townhouse,9256.5,20,35556.7,-73.97
2010Q3,Bornholm,Townhouse,10002.5,17,35556.7,-71.87
2010Q4,Bornholm,Townhouse,11256.7,14,35556.7,-68.34
2011Q1,Bornholm,Townhouse,10112.4,18,35556.7,-71.56
2011Q2,Bornholm,Townhouse,9392.6,16,35556.7,-73.58
2011Q3,Bornholm,Townhouse,9375.6,14,35556.7,-73.63
2011Q4,Bornholm,Townhouse,7978.2,13,35556.7,-77.56
2012Q1,Bornholm,Townhouse,8008.8,16,35556.7,-77.48
2012Q2,Bornholm,Townhouse,6850.5,14,35556.7,-80.73
2012Q3,Bornholm,Townhouse,7915.1,9,35556.7,-77.74
2012Q4,Bornholm,Townhouse,7349.3,9,35556.7,-79.33
2013Q1,Bornholm,Townhouse,8741.2,11,35556.7,-75.42
2013Q2,Bornholm,Townhouse,7855.1,13,35556.7,-77.91
2013Q3,Bornholm,Townhouse,9605.6,18,35556.7,-72.99
2013Q4,Bornholm,Townhouse,38178.9,32,38178.9,0.0
2014Q1,Bornholm,Townhouse,14458.6,40,38178.9,-62.13
2014Q2,Bornholm,Townhouse,7989.9,16,38178.9,-79.07
2014Q3,Bornholm,Townhouse,8130.0,17,38178.9,-78.71
2014Q4,Bornholm,Townhouse,8988.6,16,38178.9,-76.46
2015Q1,Bornholm,Townhouse,12954.4,17,38178.9,-66.07
2015Q2,Bornholm,Townhouse,10047.2,23,38178.9,-73.68
2015Q3,Bornholm,Townhouse,8274.4,20,38178.9,-78.33
2015Q4,Bornholm,Townhouse,8119.6,20,38178.9,-78.73
2016Q1,Bornholm,Townhouse,10032.0,25,38178.9,-73.72
2016Q2,Bornholm,Townhouse,8632.0,19,38178.9,-77.39
2016Q3,Bornholm,Townhouse,7962.7,26,38178.9,-79.14
2016Q4,Bornholm,Townhouse,8458.0,10,38178.9,-77.85
2017Q3,Bornholm,Townhouse,9037.7,29,38178.9,-76.33
2017Q4,Bornholm,Townhouse,10814.9,32,38178.9,-71.67
2018Q1,Bornholm,Townhouse,11408.5,34,38178.9,-70.12
2018Q2,Bornholm,Townhouse,9648.1,30,38178.9,-74.73
2018Q3,Bornholm,Townhouse,10200.3,35,38178.9,-73.28
2018Q4,Bornholm,Townhouse,10202.8,34,38178.9,-73.28
2019Q1,Bornholm,Townhouse,9904.0,42,38178.9,-74.06
2019Q2,Bornholm,Townhouse,10329.9,50,38178.9,-72.94
2019Q3,Bornholm,Townhouse,11719.9,63,38178.9,-69.3
2019Q4,Bornholm,Townhouse,9584.7,31,38178.9,-74.9
2020Q1,Bornholm,Townhouse,9775.1,35,38178.9,-74.4
2020Q2,Bornholm,Townhouse,11013.0,46,38178.9,-71.15
2020Q3,Bornholm,Townhouse,11777.5,60,38178.9,-69.15
2020Q4,Bornholm,Townhouse,13361.1,49,38178.9,-65.0
2021Q1,Bornholm,Townhouse,12471.3,54,38178.9,-67.33
2021Q2,Bornholm,Townhouse,16692.4,64,38178.9,-56.28
2021Q3,Bornholm,Townhouse,13195.7,55,38178.9,-65.44
2021Q4,Bornholm,Townhouse,13603.4,52,38178.9,-64.37
2022Q1,Bornholm,Townhouse,12928.0,63,38178.9,-66.14
2022Q2,Bornholm,Townhouse,11991.2,48,38178.9,-68.59
2022Q3,Bornholm,Townhouse,12030.4,51,38178.9,-68.49
2022Q4,Bornholm,Townhouse,11022.7,35,38178.9,-71.13
2023Q1,Bornholm,Townhouse,9944.1,51,38178.9,-73.95
2023Q2,Bornholm,Townhouse,13412.3,48,38178.9,-64.87
2023Q3,Bornholm,Townhouse,11928.2,41,38178.9,-68.76
2023Q4,Bornholm,Townhouse,15144.6,43,38178.9,-60.33
2024Q1,Bornholm,Townhouse,10535.2,35,38178.9,-72.41
2024Q2,Bornholm,Townhouse,12353.4,57,38178.9,-67.64
2024Q3,Bornholm,Townhouse,11309.6,37,38178.9,-70.38
1996Q1,Bornholm,Villa,6102.2,26,6102.2,0.0
1996Q2,Bornholm,Villa,6831.1,28,6831.1,0.0
1996Q3,Bornholm,Villa,9204.6,29,9204.6,0.0
1996Q4,Bornholm,Villa,7005.5,24,9204.6,-23.89
1997Q1,Bornholm,Villa,7950.6,30,9204.6,-13.62
1997Q2,Bornholm,Villa,8462.5,40,9204.6,-8.06
1997Q3,Bornholm,Villa,7902.4,39,9204.6,-14.15
1997Q4,Bornholm,Villa,7002.7,21,9204.6,-23.92
1998Q1,Bornholm,Villa,7204.9,33,9204.6,-21.73
1998Q2,Bornholm,Villa,8604.6,42,9204.6,-6.52
1998Q3,Bornholm,Villa,6755.6,24,9204.6,-26.61
1998Q4,Bornholm,Villa,7278.0,27,9204.6,-20.93
1999Q1,Bornholm,Villa,7156.7,37,9204.6,-22.25
1999Q2,Bornholm,Villa,8482.9,36,9204.6,-7.84
1999Q3,Bornholm,Villa,6600.6,30,9204.6,-28.29
1999Q4,Bornholm,Villa,8148.8,35,9204.6,-11.47
2000Q1,Bornholm,Villa,6745.1,22,9204.6,-26.72
2000Q2,Bornholm,Villa,7983.7,47,9204.6,-13.26
2000Q3,Bornholm,Villa,7629.9,42,9204.6,-17.11
2000Q4,Bornholm,Villa,7316.2,32,9204.6,-20.52
2001Q1,Bornholm,Villa,8083.3,37,9204.6,-12.18
2001Q2,Bornholm,Villa,7250.9,40,9204.6,-21.23
2001Q3,Bornholm,Villa,7295.0,42,9204.6,-20.75
2001Q4,Bornholm,Villa,7191.6,29,9204.6,-21.87
2002Q1,Bornholm,Villa,7407.5,29,9204.6,-19.52
2002Q2,Bornholm,Villa,6870.9,47,9204.6,-25.35
2002Q3,Bornholm,Villa,7498.8,36,9204.6,-18.53
2002Q4,Bornholm,Villa,8160.8,34,9204.6,-11.34
2003Q1,Bornholm,Villa,8092.9,36,9204.6,-12.08
2003Q2,Bornholm,Villa,8519.3,44,9204.6,-7.45
2003Q3,Bornholm,Villa,7717.7,46,9204.6,-16.15
2003Q4,Bornholm,Villa,8854.5,37,9204.6,-3.8
2004Q1,Bornholm,Villa,8041.5,43,9204.6,-12.64
2004Q2,Bornholm,Villa,8616.8,53,9204.6,-6.39
2004Q3,Bornholm,Villa,8480.1,27,9204.6,-7.87
2004Q4,Bornholm,Villa,9823.8,38,9823.8,0.0
2005Q1,Bornholm,Villa,10719.1,51,10719.1,0.0
2005Q2,Bornholm,Villa,10387.4,57,10719.1,-3.09
2005Q3,Bornholm,Villa,9748.3,70,10719.1,-9.06
2005Q4,Bornholm,Villa,10350.8,58,10719.1,-3.44
2006Q1,Bornholm,Villa,11544.9,59,11544.9,0.0
2006Q2,Bornholm,Villa,11236.1,69,11544.9,-2.68
2006Q3,Bornholm,Villa,10604.7,73,11544.9,-8.14
2006Q4,Bornholm,Villa,10933.3,57,11544.9,-5.3
2007Q1,Bornholm,Villa,11685.3,64,11685.3,0.0
2007Q2,Bornholm,Villa,12226.6,65,12226.6,0.0
2007Q3,Bornholm,Villa,12346.1,59,12346.1,0.0
2007Q4,Bornholm,Villa,12362.2,59,12362.2,0.0
2008Q1,Bornholm,Villa,12111.5,47,12362.2,-2.03
2008Q2,Bornholm,Villa,11714.9,47,12362.2,-5.24
2008Q3,Bornholm,Villa,12622.6,45,12622.6,0.0
2008Q4,Bornholm,Villa,11193.3,29,12622.6,-11.32
2009Q1,Bornholm,Villa,11924.8,24,12622.6,-5.53
2009Q2,Bornholm,Villa,10556.1,31,12622.6,-16.37
2009Q3,Bornholm,Villa,10451.6,39,12622.6,-17.2
2009Q4,Bornholm,Villa,11239.8,37,12622.6,-10.95
2010Q1,Bornholm,Villa,10645.2,32,12622.6,-15.67
2010Q2,Bornholm,Villa,10102.4,60,12622.6,-19.97
2010Q3,Bornholm,Villa,8731.9,59,12622.6,-30.82
2010Q4,Bornholm,Villa,9864.7,41,12622.6,-21.85
2011Q1,Bornholm,Villa,10636.9,41,12622.6,-15.73
2011Q2,Bornholm,Villa,9246.9,42,12622.6,-26.74
2011Q3,Bornholm,Villa,9867.8,44,12622.6,-21.82
2011Q4,Bornholm,Villa,10078.4,26,12622.6,-20.16
2012Q1,Bornholm,Villa,8101.1,25,12622.6,-35.82
2012Q2,Bornholm,Villa,8480.1,45,12622.6,-32.82
2012Q3,Bornholm,Villa,7748.9,37,12622.6,-38.61
2012Q4,Bornholm,Villa,8240.6,41,12622.6,-34.72
2013Q1,Bornholm,Villa,9296.0,40,12622.6,-26.35
2013Q2,Bornholm,Villa,9994.7,43,12622.6,-20.82
2013Q3,Bornholm,Villa,8223.7,51,12622.6,-34.85
2013Q4,Bornholm,Villa,9542.2,35,12622.6,-24.4
2014Q1,Bornholm,Villa,7383.6,44,12622.6,-41.5
2014Q2,Bornholm,Villa,8834.2,53,12622.6,-30.01
2014Q3,Bornholm,Villa,9312.5,62,12622.6,-26.22
2014Q4,Bornholm,Villa,8531.2,54,12622.6,-32.41
2015Q1,Bornholm,Villa,7060.6,63,12622.6,-44.06
2015Q2,Bornholm,Villa,8273.3,64,12622.6,-34.46
2015Q3,Bornholm,Villa,8872.6,59,12622.6,-29.71
2015Q4,Bornholm,Villa,7623.9,42,12622.6,-39.6
2016Q1,Bornholm,Villa,9092.7,48,12622.6,-27.96
2016Q2,Bornholm,Villa,8793.8,63,12622.6,-30.33
2016Q3,Bornholm,Villa,8726.4,83,12622.6,-30.87
2016Q4,Bornholm,Villa,9481.5,52,12622.6,-24.88
2017Q3,Bornholm,Villa,9481.7,105,12622.6,-24.88
2017Q4,Bornholm,Villa,9684.0,118,12622.6,-23.28
2018Q1,Bornholm,Villa,9369.3,71,12622.6,-25.77
2018Q2,Bornholm,Villa,9698.1,96,12622.6,-23.17
2018Q3,Bornholm,Villa,9294.9,120,12622.6,-26.36
2018Q4,Bornholm,Villa,10527.3,106,12622.6,-16.6
2019Q1,Bornholm,Villa,10002.3,89,12622.6,-20.76
2019Q2,Bornholm,Villa,10721.9,128,12622.6,-15.06
2019Q3,Bornholm,Villa,10941.7,120,12622.6,-13.32
2019Q4,Bornholm,Villa,9660.5,106,12622.6,-23.47
2020Q1,Bornholm,Villa,10796.4,122,12622.6,-14.47
2020Q2,Bornholm,Villa,10216.6,134,12622.6,-19.06
2020Q3,Bornholm,Villa,11480.3,149,12622.6,-9.05
2020Q4,Bornholm,Villa,11646.6,176,12622.6,-7.73
2021Q1,Bornholm,Villa,13135.5,176,13135.5,0.0
