zip_code,city,region,n_years,price_level,cagr_real,volatility,max_drawdown,liquidity_log,growth_recent,pca1,pca2,tsne1,tsne2,cluster,cluster_label
4684,Holmegaard,Zealand,33,16057.9,0.0233,0.1587,-32.6315,4.0237,-0.2135,0.9385,-0.9697,-6.0277,4.9079,0,Precio alto / dinamico / estable
4690,Haslev,Zealand,33,17669.0,0.018,0.1629,-45.6285,4.9543,0.105,0.9812,-0.3948,11.7211,6.9205,0,Precio alto / dinamico / estable
4700,Næstved,Zealand,33,17592.3,0.0224,0.522,-68.9711,5.8703,0.0228,-0.3254,-0.2628,-0.7284,21.2911,1,Precio bajo / plano / volatil
4720,Præstø,Zealand,33,16383.8,0.0178,0.3119,-57.7372,4.2809,-0.1812,-0.4219,-0.676,-3.4033,5.5079,1,Precio bajo / plano / volatil
4733,Tappernøje,Zealand,33,11700.8,0.0156,0.1768,-50.8008,3.2891,-0.0939,-0.4164,-0.1629,-7.5789,-4.8848,1,Precio bajo / plano / volatil
4735,Mern,Zealand,33,10685.1,0.0208,0.4565,-57.3945,2.8819,-0.1873,-1.4253,0.4239,-20.2522,-5.0382,1,Precio bajo / plano / volatil
4736,Karrebæksminde,Zealand,33,25878.4,0.0365,0.2495,-52.4523,4.1039,0.2468,1.4332,1.6222,19.2941,-4.0264,0,Precio alto / dinamico / estable
4750,Lundby,Zealand,33,11994.1,0.0158,0.3255,-59.3402,3.5138,-0.0896,-0.9823,0.0497,-12.8998,-5.0501,1,Precio bajo / plano / volatil
4760,Vordingborg,Zealand,33,15092.4,0.0184,0.1909,-44.3803,4.9483,-0.108,0.6402,-1.1476,0.7223,11.0065,0,Precio alto / dinamico / estable
4771,Kalvehave,Zealand,33,11154.5,0.0179,0.2942,-70.1143,2.8526,-0.0928,-1.5041,0.6058,-18.3769,-3.441,1,Precio bajo / plano / volatil
4780,Stege,Zealand,33,16562.7,0.0241,0.2107,-54.0329,4.5022,-0.0287,0.4418,-0.2037,7.5957,2.1723,0,Precio alto / dinamico / estable
4792,Askeby,Zealand,33,16424.6,0.0332,0.2586,-49.7569,2.9364,0.5642,0.8301,3.246,10.0569,-13.8008,0,Precio alto / dinamico / estable
4793,Bogø By,Zealand,33,14026.3,0.0139,0.1585,-53.6393,3.0018,0.1441,-0.3061,0.8356,-7.8245,-11.2738,1,Precio bajo / plano / volatil
4800,Nykøbing F,Zealand,33,16491.3,-0.0025,0.3221,-69.4903,5.2711,-0.0156,-1.1192,-1.2879,-6.7937,19.5546,1,Precio bajo / plano / volatil
4840,Nørre Alslev,Zealand,33,7338.7,0.0049,0.3064,-78.1537,3.8489,-0.0493,-2.0963,-0.2533,-19.7088,-12.1207,1,Precio bajo / plano / volatil
4850,Stubbekøbing,Zealand,33,10911.2,0.0226,0.4716,-67.3196,3.6628,-0.0075,-1.2819,0.8243,-14.1346,-11.61,1,Precio bajo / plano / volatil
4863,Eskilstrup,Zealand,33,7759.2,0.0122,0.2187,-58.2919,2.9428,-0.1475,-1.2837,-0.154,-15.7802,-3.0766,1,Precio bajo / plano / volatil
4872,Idestrup,Zealand,33,15535.2,0.0258,0.2957,-60.7151,3.4092,0.0101,-0.3552,0.8619,-1.6117,-13.568,1,Precio bajo / plano / volatil
4873,Væggerløse,Zealand,33,18975.9,0.0242,0.1449,-59.6543,4.7908,0.3056,0.9439,0.8325,10.8763,-3.5711,0,Precio alto / dinamico / estable
4874,Gedser,Zealand,32,10626.3,0.0171,0.315,-51.6772,3.4899,0.1205,-0.4907,0.7526,-7.5537,-13.0076,1,Precio bajo / plano / volatil
4880,Nysted,Zealand,33,11885.3,0.0149,0.3076,-64.9015,3.272,-0.2688,-1.447,-0.4439,-17.8672,-0.6345,1,Precio bajo / plano / volatil
4900,Nakskov,Zealand,33,8700.9,-0.0195,0.345,-77.2069,4.7428,-0.2546,-2.6751,-2.1979,-10.0391,19.0051,1,Precio bajo / plano / volatil
4920,Søllested,Zealand,33,5057.6,-0.0041,0.6519,-85.7312,2.9634,-0.1484,-3.9977,0.1706,-26.7358,1.388,1,Precio bajo / plano / volatil
4930,Maribo,Zealand,33,11369.7,0.0021,0.7168,-80.9258,4.1919,-0.2202,-3.1537,-0.5267,-26.9486,-1.9696,1,Precio bajo / plano / volatil
4960,Holeby,Zealand,33,5546.1,0.015,0.9434,-92.4502,2.7914,0.8504,-3.4977,4.0611,-28.9313,-8.8906,1,Precio bajo / plano / volatil
4970,Rødby,Zealand,33,10504.3,0.0182,0.2264,-55.1682,4.3606,0.1114,-0.0577,0.1504,7.9353,-4.2691,1,Precio bajo / plano / volatil
4983,Dannemare,Zealand,32,11767.0,0.0158,0.381,-57.3638,3.1341,-0.0365,-1.1406,0.5259,-14.2456,-8.1596,1,Precio bajo / plano / volatil
4990,Sakskøbing,Zealand,33,8550.8,0.0159,0.4005,-65.665,4.0388,-0.28,-1.5477,-0.795,-18.9064,1.9628,1,Precio bajo / plano / volatil
5000,Odense C,Fyn & islands,33,29052.6,-0.0062,0.2289,-42.5025,5.8088,-0.0735,0.6716,-2.3469,1.8865,18.1316,0,Precio alto / dinamico / estable
5200,Odense V,Fyn & islands,33,21607.2,-0.0132,0.4657,-80.8686,3.6904,-0.1583,-2.7781,-0.8687,-12.2926,20.2278,1,Precio bajo / plano / volatil
5210,Odense NV,Fyn & islands,33,18134.0,0.0175,0.176,-35.162,4.8203,-0.0125,1.1684,-0.8721,14.7396,6.9354,0,Precio alto / dinamico / estable
5220,Odense SA,Fyn & islands,33,19507.1,0.0235,1.1565,-88.4799,4.2661,-0.092,-3.1467,1.5148,-30.5194,-5.018,1,Precio bajo / plano / volatil
5230,Odense M,Fyn & islands,33,28911.4,0.0292,0.1558,-37.2064,4.5985,-0.0211,1.9977,-0.2351,25.6846,3.3119,0,Precio alto / dinamico / estable
5240,Odense NØ,Fyn & islands,33,16251.0,0.0193,0.8028,-82.4193,3.7471,-0.1691,-2.6434,0.7754,-28.0155,-4.5039,1,Precio bajo / plano / volatil
5250,Odense SV,Fyn & islands,33,20820.0,0.0241,0.2839,-55.472,5.1538,0.0645,0.7361,-0.1051,8.7581,8.7113,0,Precio alto / dinamico / estable
5260,Odense S,Fyn & islands,33,19093.2,-0.0089,0.347,-79.5187,4.7263,-0.0319,-1.8878,-1.0795,-9.1039,20.519,1,Precio bajo / plano / volatil
5270,Odense N,Fyn & islands,33,16769.0,0.0105,0.1633,-34.1493,4.9138,0.0355,0.9861,-1.0677,5.9343,8.2594,0,Precio alto / dinamico / estable
5300,Kerteminde,Fyn & islands,33,22831.4,0.0236,0.3187,-72.2969,4.1627,0.0512,-0.2657,0.7101,1.474,-10.2236,1,Precio bajo / plano / volatil
5320,Agedrup,Fyn & islands,33,14868.9,0.0197,0.3589,-56.7846,3.2042,0.0764,-0.6389,1.0262,-6.8194,-14.1558,1,Precio bajo / plano / volatil
5330,Munkebo,Fyn & islands,33,14004.9,0.022,0.1443,-29.7395,3.5264,0.3642,1.3221,1.3022,14.5255,-6.7886,0,Precio alto / dinamico / estable
5400,Bogense,Fyn & islands,33,16955.5,0.0252,0.449,-52.1365,4.2631,-0.3723,-0.434,-0.9422,-10.932,6.5823,1,Precio bajo / plano / volatil
5450,Otterup,Fyn & islands,33,18171.2,0.0224,0.1525,-40.4372,4.8575,0.2054,1.4491,0.1179,13.8716,3.8244,0,Precio alto / dinamico / estable
5462,Morud,Fyn & islands,33,15135.9,0.0167,0.3157,-66.956,3.1329,0.5607,-0.5575,2.7809,7.9947,-12.6385,1,Precio bajo / plano / volatil
5464,Brenderup Fyn,Fyn & islands,33,15056.1,0.0334,0.3377,-45.9274,3.2546,0.0939,0.3806,1.4214,0.7191,-17.9159,0,Precio alto / dinamico / estable
5466,Asperup,Fyn & islands,33,16154.6,0.0295,0.2709,-42.6602,3.0138,0.154,0.5336,1.5046,0.5122,-18.7124,0,Precio alto / dinamico / estable
5471,Søndersø,Fyn & islands,33,10081.0,0.0019,0.5757,-74.677,3.999,-0.1692,-2.669,-0.5252,-25.9849,-1.6993,1,Precio bajo / plano / volatil
5492,Vissenbjerg,Fyn & islands,33,10593.9,0.0139,0.4739,-58.0374,3.8087,-0.0884,-1.3222,-0.0116,-13.5494,-3.4167,1,Precio bajo / plano / volatil
5500,Middelfart,Fyn & islands,33,19953.6,0.0269,0.2515,-44.0803,5.23,0.0583,1.3225,-0.2636,11.1749,8.8756,0,Precio alto / dinamico / estable
5540,Ullerslev,Fyn & islands,33,10209.4,0.0107,0.2673,-57.7034,3.6874,-0.3448,-1.2459,-1.2961,-14.8223,4.7516,1,Precio bajo / plano / volatil
5550,Langeskov,Fyn & islands,33,12885.7,0.0133,0.4562,-71.1543,3.7731,-0.1088,-1.708,0.0754,-22.9608,-3.6062,1,Precio bajo / plano / volatil
5560,Aarup,Fyn & islands,33,12449.0,0.0115,0.4176,-60.9911,3.7534,0.2005,-1.0348,0.9492,-10.2478,-16.9528,1,Precio bajo / plano / volatil
5580,Nørre Aaby,Fyn & islands,33,13865.2,0.0158,0.3714,-55.6763,3.4543,-0.2049,-1.0072,-0.2971,-12.4425,1.1546,1,Precio bajo / plano / volatil
5591,Gelsted,Fyn & islands,33,10710.6,0.019,0.321,-54.5742,3.0241,-0.033,-0.8579,0.5964,-11.0204,-9.841,1,Precio bajo / plano / volatil
5592,Ejby,Fyn & islands,33,10939.2,0.0168,0.3419,-53.1078,3.2534,-0.5049,-1.2869,-1.2425,-16.6426,6.1779,1,Precio bajo / plano / volatil
5600,Faaborg,Fyn & islands,33,14562.3,0.0169,0.4238,-59.646,4.9664,-0.2057,-0.6509,-1.0399,-4.2116,12.2294,1,Precio bajo / plano / volatil
5610,Assens,Fyn & islands,33,13122.2,0.0089,0.383,-59.8328,4.3918,-0.2911,-1.2269,-1.3787,-9.4211,11.8457,1,Precio bajo / plano / volatil
5620,Glamsbjerg,Fyn & islands,33,10559.3,0.0159,0.5382,-72.7354,3.8693,-0.1343,-1.9659,0.1411,-23.7308,-3.2971,1,Precio bajo / plano / volatil
5631,Ebberup,Fyn & islands,33,12937.0,0.0281,0.2784,-61.0696,2.938,0.0532,-0.4904,1.3489,-3.0173,-14.8733,1,Precio bajo / plano / volatil
5672,Broby,Fyn & islands,33,9334.6,0.01,0.2405,-55.2852,3.8087,-0.1226,-0.8985,-0.6694,-8.5498,-1.0679,1,Precio bajo / plano / volatil
5683,Haarby,Fyn & islands,33,10941.9,0.0096,0.2849,-62.168,3.7591,-0.5391,-1.5716,-1.7934,-15.5587,7.7991,1,Precio bajo / plano / volatil
5690,Tommerup,Fyn & islands,33,11895.8,0.0178,0.4413,-65.2083,4.1158,0.028,-1.069,0.4301,0.4852,-6.2727,1,Precio bajo / plano / volatil
5700,Svendborg,Fyn & islands,33,19883.2,0.0092,0.2503,-49.9926,5.7024,-0.0312,0.5125,-1.4834,-0.5901,17.3561,0,Precio alto / dinamico / estable
5750,Ringe,Fyn & islands,33,13010.3,0.0099,0.3741,-61.1442,4.5008,-0.0796,-0.9735,-0.638,-6.6865,10.9221,1,Precio bajo / plano / volatil
5762,Vester Skerninge,Fyn & islands,33,14215.5,0.0174,0.3215,-52.6246,3.6085,-0.2546,-0.6895,-0.6171,-11.7279,2.3414,1,Precio bajo / plano / volatil
5771,Stenstrup,Fyn & islands,33,13724.0,-0.0073,0.6912,-78.8598,3.4686,-0.4509,-3.7563,-1.3298,-25.1237,2.8768,1,Precio bajo / plano / volatil
5772,Kværndrup,Fyn & islands,33,10381.9,0.0118,0.319,-54.0854,3.03,0.0685,-1.0246,0.6706,-9.6737,-11.056,1,Precio bajo / plano / volatil
5792,Ãrslev,Fyn & islands,33,13161.8,0.0217,0.4615,-60.9814,4.1276,0.1983,-0.5829,1.1766,2.7583,-7.4869,1,Precio bajo / plano / volatil
5800,Nyborg,Fyn & islands,33,17873.0,-0.0158,0.3519,-82.3142,4.9871,-0.0779,-2.1914,-1.5558,-9.0382,20.0301,1,Precio bajo / plano / volatil
5853,Arbæk,Fyn & islands,33,10786.3,0.0175,1.7886,-93.339,3.4974,0.1468,-4.0816,2.6834,-30.3947,-6.8535,1,Precio bajo / plano / volatil
5856,Ryslinge,Fyn & islands,33,9139.6,0.0103,0.2891,-59.1367,2.9071,-0.117,-1.4779,0.028,-15.9796,-3.8569,1,Precio bajo / plano / volatil
5871,Frørup,Fyn & islands,33,14598.8,0.0164,0.3216,-64.2431,2.9835,0.1354,-0.982,1.2873,-10.9381,-13.7267,1,Precio bajo / plano / volatil
5874,Hesselager,Fyn & islands,33,12882.8,0.0122,0.3665,-58.6972,3.1329,-0.0086,-1.2128,0.4949,-14.0069,-7.6116,1,Precio bajo / plano / volatil
5881,Skårup Fyn,Fyn & islands,33,15508.9,0.0087,0.3182,-59.2906,3.0387,0.1912,-0.9702,1.0983,-10.6465,-15.1413,1,Precio bajo / plano / volatil
5900,Rudkøbing,Fyn & islands,33,12035.9,0.0208,0.3788,-64.7194,4.2601,0.0546,-0.7003,0.4588,1.0487,-6.2007,1,Precio bajo / plano / volatil
5932,Humble,Fyn & islands,33,13583.6,0.0128,0.2042,-43.6094,3.6942,-0.0546,-0.054,-0.4128,-5.8824,-3.5845,1,Precio bajo / plano / volatil
5953,Tranekær,Fyn & islands,33,12456.8,0.0188,0.1951,-44.5518,3.9946,-0.0453,0.2303,-0.3398,-3.571,-2.3561,0,Precio alto / dinamico / estable
5960,Marstal,Fyn & islands,33,10052.0,0.0129,0.3961,-71.0406,3.6158,0.0793,-1.5792,0.724,-15.9113,-12.1323,1,Precio bajo / plano / volatil
5970,Ãrøskøbing,Fyn & islands,33,12024.7,0.0238,0.298,-42.1709,3.3212,-0.0748,-0.0344,0.2699,-4.1618,-6.1912,1,Precio bajo / plano / volatil
6000,Kolding,Jutland,33,20513.7,0.0056,0.443,-58.5467,6.0289,-0.1149,-0.3372,-1.7294,-2.7179,19.2485,1,Precio bajo / plano / volatil
6040,Egtved,Jutland,33,13313.9,0.0157,0.1673,-53.5448,4.1124,-0.0622,-0.0852,-0.5109,-4.0211,0.0553,1,Precio bajo / plano / volatil
6051,Almind,Jutland,33,12992.6,0.0127,0.4843,-66.63,2.8261,-0.0777,-1.9474,0.7191,-18.4612,-7.5476,1,Precio bajo / plano / volatil
6070,Christiansfeld,Jutland,33,13565.8,0.0113,0.4069,-64.444,3.7904,0.4523,-0.8297,1.8702,7.1779,-11.1439,1,Precio bajo / plano / volatil
6091,Bjert,Jutland,33,18778.3,0.0259,0.2128,-38.5875,3.2416,0.1865,0.9206,1.2291,17.4552,-7.8814,0,Precio alto / dinamico / estable
6093,Sjølund,Jutland,33,20601.3,0.034,0.2032,-34.703,2.7858,-0.0147,1.1176,1.0345,22.9168,-9.7685,0,Precio alto / dinamico / estable
6094,Hejls,Jutland,33,19371.2,0.0346,0.1925,-34.9876,3.39,0.0795,1.412,1.0173,22.8323,-8.4822,0,Precio alto / dinamico / estable
6100,Haderslev,Jutland,33,16953.5,-0.005,0.2627,-71.192,5.6106,-0.0889,-1.0594,-1.9152,-6.1405,19.0597,1,Precio bajo / plano / volatil
6200,Aabenraa,Jutland,33,15973.3,-0.0067,0.3968,-66.1937,5.3439,-0.1882,-1.5075,-2.0585,-7.1231,18.3999,1,Precio bajo / plano / volatil
6230,Rødekro,Jutland,33,11249.3,0.0217,0.2096,-55.3644,4.3407,0.2008,0.2251,0.6064,8.7773,-4.7808,0,Precio alto / dinamico / estable
6240,Løgumkloster,Jutland,33,6882.9,-0.0213,0.4687,-61.9826,3.7917,-0.139,-2.7352,-1.2334,-13.5722,17.8979,1,Precio bajo / plano / volatil
6261,Bredebro,Jutland,33,7963.0,-0.0033,0.4844,-76.1195,3.2249,-0.1152,-3.0278,-0.1911,-27.9563,1.3927,1,Precio bajo / plano / volatil
6270,Tønder,Jutland,33,12562.0,0.0118,0.5359,-72.636,4.438,-0.1766,-1.8534,-0.5023,-24.7144,-2.5886,1,Precio bajo / plano / volatil
6280,Højer,Jutland,33,7033.4,0.0052,0.4484,-61.9218,2.965,0.2944,-1.831,1.5372,-12.8828,-16.8493,1,Precio bajo / plano / volatil
6300,Gråsten,Jutland,33,12572.1,0.0152,0.3094,-68.1506,4.1383,0.4011,-0.552,1.5202,7.192,-10.2406,1,Precio bajo / plano / volatil
6310,Broager,Jutland,33,12928.7,0.0209,0.3294,-55.7037,3.7362,0.0494,-0.4004,0.5836,-3.8546,-12.2655,1,Precio bajo / plano / volatil
6320,Egernsund,Jutland,33,13860.4,0.0155,0.2137,-50.6556,2.8314,0.0668,-0.4145,0.761,-7.2994,-10.2853,1,Precio bajo / plano / volatil
6330,Padborg,Jutland,33,9239.6,0.0129,0.2574,-54.6442,3.6117,0.477,-0.2878,1.7545,9.1364,-10.7347,1,Precio bajo / plano / volatil
6340,Kruså,Jutland,33,11530.7,0.0127,0.2193,-50.1205,3.5977,-0.0209,-0.4274,-0.1449,-7.171,-3.0165,1,Precio bajo / plano / volatil
6360,Tinglev,Jutland,33,9357.1,0.0056,0.2783,-60.8658,3.4965,-0.2468,-1.5967,-0.9727,-15.3113,1.3187,1,Precio bajo / plano / volatil
6372,Bylderup-Bov,Jutland,33,6399.7,0.0082,0.404,-59.3939,3.1355,-0.1271,-1.8791,-0.0774,-16.7012,-5.4341,1,Precio bajo / plano / volatil
6400,Sønderborg,Jutland,33,18540.7,-0.0037,0.2346,-50.3471,5.3441,-0.1344,-0.2492,-2.1654,-3.7483,16.8719,1,Precio bajo / plano / volatil
6430,Nordborg,Jutland,33,7929.5,0.0066,0.3603,-58.9225,4.3355,-0.0232,-1.2229,-0.5481,-7.0771,9.9973,1,Precio bajo / plano / volatil
6440,Augustenborg,Jutland,33,10527.3,0.0159,0.2302,-54.8241,3.8372,-0.0986,-0.5398,-0.3816,-6.6017,-1.2967,1,Precio bajo / plano / volatil
6470,Sydals,Jutland,33,12885.6,0.0143,0.1439,-33.2083,4.3024,-0.0667,0.7103,-0.9913,5.3526,6.1362,0,Precio alto / dinamico / estable
6500,Vojens,Jutland,33,9888.6,-0.0054,0.3557,-58.1678,4.5038,0.0034,-1.4661,-1.0176,-10.0733,16.8424,1,Precio bajo / plano / volatil
6510,Gram,Jutland,33,6857.5,-0.0232,0.6126,-80.8262,3.5246,-0.2021,-3.9351,-0.852,-26.9446,2.9421,1,Precio bajo / plano / volatil
6520,Toftlund,Jutland,33,8826.2,0.0135,0.3348,-57.6877,3.8359,-0.0007,-0.9716,0.0567,-10.9078,-5.5076,1,Precio bajo / plano / volatil
6560,Sommersted,Jutland,33,6572.3,-0.0094,0.5547,-77.3449,2.8043,-0.1787,-3.7448,-0.2934,-27.3463,2.1243,1,Precio bajo / plano / volatil
6580,Vamdrup,Jutland,33,13781.6,0.0166,0.3002,-47.2268,4.021,-0.4166,-0.502,-1.5913,-12.1419,7.1786,1,Precio bajo / plano / volatil
6600,Vejen,Jutland,33,13331.8,0.0148,0.2703,-46.3058,4.7073,-0.4631,-0.2782,-2.3013,-11.925,8.299,1,Precio bajo / plano / volatil
6623,Vorbasse,Jutland,33,10501.2,0.025,0.4418,-59.9373,2.7895,1.0737,-0.6244,3.3657,8.522,-13.5797,1,Precio bajo / plano / volatil
6630,Rødding,Jutland,33,8719.4,0.0013,0.2052,-46.7789,4.3179,-0.2241,-0.7728,-1.8425,-9.9366,9.3093,1,Precio bajo / plano / volatil
6640,Lunderskov,Jutland,33,12902.3,0.0208,0.4596,-64.4658,3.5475,0.0548,-1.1072,1.0117,-13.7427,-12.0158,1,Precio bajo / plano / volatil
6650,Brørup,Jutland,33,11466.4,-0.0079,0.3171,-65.548,3.8912,-0.2198,-2.1079,-1.4993,-13.362,16.397,1,Precio bajo / plano / volatil
6670,Holsted,Jutland,33,8194.4,0.0086,0.691,-75.5569,3.3578,-0.5086,-3.3546,-0.8508,-23.6103,2.1262,1,Precio bajo / plano / volatil
6690,Gørding,Jutland,33,9919.6,0.0165,0.4315,-62.5993,2.9348,0.0329,-1.5188,1.0496,-15.8858,-9.1277,1,Precio bajo / plano / volatil
6700,Esbjerg,Jutland,33,23610.9,0.0001,0.2385,-44.1145,5.2628,0.093,0.5425,-1.1796,1.0961,16.8852,0,Precio alto / dinamico / estable
6705,Esbjerg A,Jutland,33,13647.2,0.0148,0.2961,-53.3285,4.0431,-0.0536,-0.422,-0.2835,-5.0613,-0.6981,1,Precio bajo / plano / volatil
6710,Esbjerg V,Jutland,33,18926.0,0.0216,0.0946,-24.7661,5.0137,-0.0726,1.9519,-1.2927,17.2373,7.7976,0,Precio alto / dinamico / estable
6715,Esbjerg N,Jutland,33,15378.8,0.0189,0.2456,-52.5588,4.1441,-0.0648,-0.0094,-0.2967,-3.0725,-0.559,1,Precio bajo / plano / volatil
6720,Fanø,Jutland,33,24450.1,0.0244,0.1233,-23.3688,4.476,0.0922,2.2624,-0.1925,19.2968,3.6946,0,Precio alto / dinamico / estable
6731,Tjæreborg,Jutland,33,14009.5,0.0179,0.1996,-44.4446,3.1704,-0.0077,-0.0047,0.2781,-6.1429,-7.507,1,Precio bajo / plano / volatil
6740,Bramming,Jutland,33,12609.4,0.0198,0.2153,-48.9865,4.4586,0.1948,0.4718,0.3768,9.3816,-4.4519,0,Precio alto / dinamico / estable
6760,Ribe,Jutland,33,16643.3,0.0217,0.1914,-46.1419,4.7258,0.3943,1.1859,0.9719,11.7942,-4.1465,0,Precio alto / dinamico / estable
6771,Gredstedbro,Jutland,33,9547.1,0.0165,0.2018,-41.6904,2.9805,-0.0827,-0.3128,-0.0013,-6.2274,-6.2375,1,Precio bajo / plano / volatil
6780,Skærbæk,Jutland,33,8749.4,0.0084,0.2978,-49.8135,3.814,-0.2162,-1.0153,-1.0657,-13.6958,2.2943,1,Precio bajo / plano / volatil
6792,Rømø,Jutland,33,16675.8,0.0119,0.1742,-50.2545,4.0156,0.0691,0.1256,-0.1242,-1.8126,0.8141,0,Precio alto / dinamico / estable
6800,Varde,Jutland,33,14279.6,0.0132,0.2582,-42.6099,5.063,-0.1014,0.3542,-1.3254,-0.4071,11.6121,0,Precio alto / dinamico / estable
6818,Ãrre,Jutland,33,10832.8,0.0091,0.611,-78.4398,3.1083,-0.2905,-3.0308,-0.0458,-24.1938,0.8835,1,Precio bajo / plano / volatil
6823,Ansager,Jutland,33,11107.5,0.0159,0.3771,-71.4933,3.2534,-0.2225,-1.816,-0.0484,-18.8914,-1.3784,1,Precio bajo / plano / volatil
6830,Nørre Nebel,Jutland,33,13622.3,0.0172,0.1703,-39.7439,4.1823,0.0225,0.5962,-0.3552,11.3342,0.9709,0,Precio alto / dinamico / estable
6840,Oksbøl,Jutland,33,14284.6,0.015,0.1153,-25.0506,3.9072,0.2589,1.3469,0.3228,13.8408,-6.0828,0,Precio alto / dinamico / estable
6853,Vejers Strand,Jutland,33,25433.4,0.0343,0.2288,-38.0137,3.1006,0.1889,1.4824,1.7162,22.7389,-7.0354,0,Precio alto / dinamico / estable
6854,Henne,Jutland,33,27726.4,0.03,0.1305,-23.3665,3.628,0.2392,2.4446,1.1065,24.889,-6.6152,0,Precio alto / dinamico / estable
6857,Blåvand,Jutland,33,26215.7,0.0288,0.1034,-40.2027,4.2446,0.1873,1.949,0.659,19.9426,-1.26,0,Precio alto / dinamico / estable
6862,Tistrup,Jutland,33,8218.4,-0.0012,0.5801,-86.8068,2.8421,-0.2942,-3.8775,-0.2529,-25.7994,1.6458,1,Precio bajo / plano / volatil
6870,Algod,Jutland,33,9062.2,0.0196,0.5056,-70.4744,3.7579,-0.5174,-2.114,-0.9964,-20.6947,2.1546,1,Precio bajo / plano / volatil
6880,Tarm,Jutland,33,10116.4,0.0031,0.2545,-47.9538,4.2002,-0.3296,-0.9487,-1.9868,-11.5718,9.7882,1,Precio bajo / plano / volatil
6893,Hemmet,Jutland,33,13322.2,0.0238,0.1477,-40.1367,4.0636,0.1369,0.9426,0.3539,13.4821,-0.9931,0,Precio alto / dinamico / estable
6900,Skjern,Jutland,33,10847.8,0.0078,0.1831,-37.4871,4.6779,-0.0179,0.2998,-1.199,4.6961,7.6559,0,Precio alto / dinamico / estable
6920,Videbæk,Jutland,33,10330.9,0.0014,0.2238,-52.0474,4.1993,-0.4156,-1.1647,-2.3541,-13.0451,10.0316,1,Precio bajo / plano / volatil
6933,Kibæk,Jutland,33,14106.3,0.0192,0.3248,-54.5528,3.6797,0.4858,0.0489,2.1204,9.076,-11.69,0,Precio alto / dinamico / estable
6940,Lem St,Jutland,33,7006.9,-0.0074,0.3293,-63.5818,2.8314,-0.4211,-2.8406,-1.6133,-19.787,5.2385,1,Precio bajo / plano / volatil
6950,Ringkøbing,Jutland,33,20021.3,0.0233,0.1948,-37.1164,5.279,-0.0296,1.5108,-0.9218,13.9681,8.5523,0,Precio alto / dinamico / estable
6960,Hvide Sande,Jutland,33,19000.2,0.02,0.1177,-32.4204,4.5905,0.1289,1.5996,-0.2375,14.8036,2.5547,0,Precio alto / dinamico / estable
6971,Spjald,Jutland,33,8681.6,0.002,0.3568,-57.9321,3.1355,-0.0291,-1.764,-0.0309,-15.3882,-5.9963,1,Precio bajo / plano / volatil
6990,Ulfborg,Jutland,33,12824.3,0.0193,0.1519,-39.5476,4.4505,0.0863,0.8512,-0.2421,12.526,1.1957,0,Precio alto / dinamico / estable
7000,Fredericia,Jutland,33,18956.9,0.0225,0.2245,-50.5196,5.8535,-0.0727,1.0357,-1.2514,4.0179,12.8346,0,Precio alto / dinamico / estable
7080,Børkop,Jutland,33,18610.5,0.0226,0.1406,-27.0456,4.698,-0.1323,1.6055,-1.1874,17.8487,7.0399,0,Precio alto / dinamico / estable
7100,Vejle,Jutland,33,21099.3,0.0096,0.2032,-53.5929,5.9268,-0.0356,0.6464,-1.6296,-0.6706,18.0737,0,Precio alto / dinamico / estable
7120,Vejle Ast,Jutland,33,22004.7,0.0249,0.1699,-37.4955,4.3999,0.2425,1.6566,0.6442,17.1425,-1.3095,0,Precio alto / dinamico / estable
7130,Juelsminde,Jutland,33,17909.8,0.0231,0.1511,-41.6652,4.7298,0.0502,1.2215,-0.3299,12.6299,5.0852,0,Precio alto / dinamico / estable
7140,Stouby,Jutland,33,9698.7,0.0171,0.2965,-71.1455,2.7932,-0.1739,-1.748,0.3208,-18.6462,-2.8339,1,Precio bajo / plano / volatil
7160,Tørring,Jutland,33,11638.5,0.0084,0.432,-58.0958,3.7794,-0.0495,-1.3575,-0.1165,-13.4644,-2.8387,1,Precio bajo / plano / volatil
7171,Uldum,Jutland,33,11391.7,0.0127,0.5996,-71.028,2.8225,0.0203,-2.3651,1.2877,-19.3955,-8.5064,1,Precio bajo / plano / volatil
7182,Bredsten,Jutland,33,11400.2,0.0163,0.2941,-62.9505,3.2523,-0.1575,-1.2091,-0.0226,-17.0721,-2.0203,1,Precio bajo / plano / volatil
7190,Billund,Jutland,33,18493.3,0.0256,0.4953,-66.121,4.3114,0.3865,-0.2042,2.0562,5.0357,-8.7471,1,Precio bajo / plano / volatil
7200,Grindsted,Jutland,33,11887.1,-0.0048,0.3112,-56.859,4.619,0.1105,-1.0476,-0.7406,-10.4176,16.7563,1,Precio bajo / plano / volatil
7260,Sønder Omme,Jutland,33,9237.0,0.0129,0.3003,-54.9494,2.9104,-0.4211,-1.5458,-1.0131,-16.8902,5.0463,1,Precio bajo / plano / volatil
7300,Jelling,Jutland,33,13699.2,0.0279,0.1512,-38.8375,3.8326,0.1136,1.0502,0.5605,13.9682,-1.8943,0,Precio alto / dinamico / estable
7323,Give,Jutland,33,12299.7,0.0139,0.1857,-37.1633,4.4708,-0.2225,0.3314,-1.5662,-6.2578,7.2391,0,Precio alto / dinamico / estable
7330,Brande,Jutland,33,15919.8,0.01,0.5576,-67.8553,4.3379,0.192,-1.3157,0.8258,3.3282,-6.0396,1,Precio bajo / plano / volatil
