zip_code,city,region,n_years,price_level,cagr_real,volatility,max_drawdown,liquidity_log,growth_recent,pca1,pca2,tsne1,tsne2,cluster,cluster_label
7361,Ejstrupholm,Jutland,33,11511.1,0.0027,0.8131,-73.4537,3.2152,0.0257,-3.1962,1.0267,-26.8637,-7.5408,1,Precio bajo / plano / volatil
7400,Herning,Jutland,33,17295.8,0.0086,0.3008,-53.5539,5.9938,-0.1307,0.1295,-1.9429,-1.8593,17.9337,0,Precio alto / dinamico / estable
7430,Ikast,Jutland,33,16900.3,0.015,0.3305,-52.2505,4.8497,-0.1369,-0.0949,-1.0046,-3.1583,11.503,1,Precio bajo / plano / volatil
7441,Bording,Jutland,33,11482.0,0.0099,0.2159,-52.8895,3.502,-0.0704,-0.7166,-0.3472,-8.4046,-2.6739,1,Precio bajo / plano / volatil
7442,Engesvang,Jutland,33,11576.2,0.0178,0.2476,-47.9604,3.1551,-0.222,-0.5827,-0.3989,-12.3427,3.4325,1,Precio bajo / plano / volatil
7451,Sunds,Jutland,33,13627.3,0.0138,0.9027,-83.9271,3.9235,-0.0632,-3.1028,0.9837,-28.6832,-4.5356,1,Precio bajo / plano / volatil
7470,Karup J,Jutland,33,10920.9,0.0061,0.2745,-53.7993,3.8893,-0.477,-1.319,-2.108,-14.2841,8.6064,1,Precio bajo / plano / volatil
7480,Vildbjerg,Jutland,33,12731.5,0.0151,0.2683,-46.8086,3.9483,0.2129,0.0797,0.6196,9.6634,-6.6575,0,Precio alto / dinamico / estable
7490,Aulum,Jutland,33,10788.2,0.0223,0.2559,-51.9641,3.6085,0.366,0.1312,1.689,10.2552,-11.5157,0,Precio alto / dinamico / estable
7500,Holstebro,Jutland,33,15421.7,0.0099,0.2753,-48.4513,5.775,-0.0595,0.3286,-1.6217,-1.179,16.9112,0,Precio alto / dinamico / estable
7570,Vemb,Jutland,33,8145.6,-0.0001,0.352,-59.1043,2.9727,0.3053,-1.633,1.2007,-12.526,-17.4971,1,Precio bajo / plano / volatil
7600,Struer,Jutland,33,14312.1,-0.0072,0.3513,-56.9207,4.83,-0.1652,-1.3196,-1.8813,-8.0998,17.1682,1,Precio bajo / plano / volatil
7620,Lemvig,Jutland,33,11582.2,0.0112,0.4176,-61.2047,4.8005,0.114,-0.7944,-0.0126,2.3878,-4.4501,1,Precio bajo / plano / volatil
7673,Harboøre,Jutland,33,12485.0,0.0068,0.2808,-59.9302,3.7275,0.033,-1.0167,-0.0339,-11.4004,-6.7473,1,Precio bajo / plano / volatil
7680,Thyborøn,Jutland,33,7556.9,-0.0009,0.8729,-84.1647,2.9587,-0.2715,-4.443,0.1548,-26.2873,0.2907,1,Precio bajo / plano / volatil
7700,Thisted,Jutland,33,15158.8,0.0192,0.1783,-43.1953,5.4311,-0.0921,0.94,-1.3842,2.0213,11.7291,0,Precio alto / dinamico / estable
7730,Hanstholm,Jutland,33,9274.2,0.0079,0.2394,-47.6299,3.1512,-0.1662,-0.9802,-0.6084,-11.1718,-1.4671,1,Precio bajo / plano / volatil
7752,Snedsted,Jutland,33,8480.8,0.0104,0.1917,-41.8989,3.6896,0.3693,0.1292,0.9558,10.6057,-9.179,0,Precio alto / dinamico / estable
7755,Bedsted Thy,Jutland,33,11632.1,0.0208,0.3634,-52.2344,2.9087,0.1511,-0.6233,1.4427,-6.3283,-15.2623,1,Precio bajo / plano / volatil
7760,Hurup Thy,Jutland,33,9621.6,0.0072,0.2295,-54.5863,3.8521,-0.0586,-0.8616,-0.5945,-7.9619,-0.6482,1,Precio bajo / plano / volatil
7770,Vestervig,Jutland,33,11170.2,0.0246,0.3633,-52.6989,3.387,0.1005,-0.3925,1.1164,-5.2699,-14.0898,1,Precio bajo / plano / volatil
7790,Thyholm,Jutland,33,9322.5,0.0123,0.2833,-56.8363,3.5597,0.2907,-0.6549,1.1511,-8.95,-16.4258,1,Precio bajo / plano / volatil
7800,Skive,Jutland,33,13058.6,0.0064,0.4154,-66.7583,5.2135,-0.2462,-1.3133,-1.6757,-6.1867,15.1724,1,Precio bajo / plano / volatil
7830,Vinderup,Jutland,33,10207.5,0.0039,0.1985,-42.1062,4.1942,-0.2417,-0.4796,-1.7885,-9.5014,8.7266,1,Precio bajo / plano / volatil
7840,Højslev,Jutland,33,12325.9,-0.0091,0.5064,-73.3558,3.9175,-0.0887,-2.7196,-0.7059,-13.0915,18.922,1,Precio bajo / plano / volatil
7850,Stoholm Jyll,Jutland,33,11070.2,0.0106,0.2657,-51.3344,3.3354,-0.2695,-1.0287,-0.8917,-14.1067,3.4026,1,Precio bajo / plano / volatil
7860,Spøttrup,Jutland,33,9673.8,0.0096,0.1328,-27.2898,4.1158,0.0009,0.6257,-0.9302,4.4108,5.8713,0,Precio alto / dinamico / estable
7870,Roslev,Jutland,33,9395.9,0.0077,0.1091,-28.482,4.4818,-0.0954,0.5923,-1.5963,4.0756,6.6364,0,Precio alto / dinamico / estable
7900,Nykøbing M,Jutland,33,9205.9,0.0077,0.4095,-56.9718,4.6708,-0.4122,-1.4305,-2.0635,-10.8843,12.0483,1,Precio bajo / plano / volatil
7950,Erslev,Jutland,33,6674.6,0.0035,0.5141,-79.1153,3.2018,0.0346,-2.8634,0.6996,-20.2585,-10.2382,1,Precio bajo / plano / volatil
8000,Aarhus C,Jutland,33,44955.3,-0.0108,0.1478,-54.0267,5.9655,-0.0739,1.0647,-2.4593,3.6635,19.0014,0,Precio alto / dinamico / estable
8200,Aarhus N,Jutland,33,37911.8,-0.0081,0.1795,-57.9202,4.798,-0.0934,0.1736,-1.683,3.6456,19.5702,0,Precio alto / dinamico / estable
8210,Aarhus V,Jutland,33,32205.0,0.0342,0.1219,-22.1555,4.2537,0.0209,2.8478,0.1181,26.3302,5.2288,0,Precio alto / dinamico / estable
8220,Brabrand,Jutland,33,28403.5,-0.0049,0.6037,-80.0988,4.2804,-0.0742,-2.153,-0.3567,-11.4525,21.1416,1,Precio bajo / plano / volatil
8230,Ãbyhøj,Jutland,33,35739.5,0.0331,5.675,-96.8138,4.1303,0.0216,-2.2223,2.6493,-32.1209,-5.523,1,Precio bajo / plano / volatil
8240,Risskov,Jutland,33,35703.1,0.0337,0.086,-14.3113,4.9479,-0.0358,3.2673,-0.5428,30.6796,6.4625,0,Precio alto / dinamico / estable
8250,Egå,Jutland,33,33420.4,0.0352,0.1122,-36.5274,4.4565,0.0798,2.6134,0.4129,28.8363,2.2999,0,Precio alto / dinamico / estable
8260,Viby J,Jutland,33,29005.1,0.01,0.3286,-56.9067,4.8097,-0.0197,0.2091,-0.5928,1.7552,2.3274,0,Precio alto / dinamico / estable
8270,Højbjerg,Jutland,33,35596.2,0.0336,0.1512,-32.6655,4.7983,-0.0527,2.6942,-0.312,31.5758,4.7405,0,Precio alto / dinamico / estable
8300,Odder,Jutland,33,20009.1,0.0198,0.1367,-35.2454,5.27,-0.0084,1.6043,-1.081,14.628,8.7504,0,Precio alto / dinamico / estable
8305,Samsø,Jutland,33,15487.3,0.032,0.1823,-49.5208,4.1286,0.3704,1.1811,1.663,16.1752,-4.3632,0,Precio alto / dinamico / estable
8310,Tranbjerg J,Jutland,33,23669.4,0.0265,0.1223,-32.0529,4.0243,-0.0101,1.7207,-0.1096,21.6421,3.4176,0,Precio alto / dinamico / estable
8320,Mårslet,Jutland,33,25996.2,0.0313,0.1894,-39.907,3.7633,-0.024,1.4534,0.3999,24.9265,-3.2418,0,Precio alto / dinamico / estable
8330,Beder,Jutland,33,28062.9,0.0302,0.1709,-35.346,3.5432,0.0918,1.7544,0.8445,25.0208,-5.142,0,Precio alto / dinamico / estable
8340,Malling,Jutland,33,25929.4,0.0336,0.1942,-45.5837,3.812,0.0918,1.4499,0.9569,23.2588,-3.9496,0,Precio alto / dinamico / estable
8355,Solbjerg,Jutland,33,22594.2,0.0166,0.5288,-79.9251,3.5927,0.0028,-1.5874,1.0106,-24.463,-5.8527,1,Precio bajo / plano / volatil
8361,Hasselager,Jutland,33,23624.8,0.0237,0.1004,-33.6743,3.8046,-0.0232,1.514,-0.1412,21.3907,2.738,0,Precio alto / dinamico / estable
8362,Hørning,Jutland,33,23469.3,0.0287,0.2561,-39.6271,4.1869,0.0023,1.2679,0.212,23.2277,-1.4964,0,Precio alto / dinamico / estable
8370,Hadsten,Jutland,33,15810.4,0.025,0.1655,-30.2343,4.5666,-0.021,1.4538,-0.5557,16.771,5.5032,0,Precio alto / dinamico / estable
8380,Trige,Jutland,33,19493.2,0.0305,0.3149,-69.2522,3.4533,0.0031,-0.3424,1.1601,0.7509,-12.7657,1,Precio bajo / plano / volatil
8381,Tilst,Jutland,33,23400.0,0.0239,0.1587,-50.8677,4.0409,-0.0882,0.764,-0.2092,17.7545,-11.0983,0,Precio alto / dinamico / estable
8382,Hinnerup,Jutland,33,21583.2,0.0285,0.2231,-42.3993,4.6371,0.0395,1.3528,0.0392,11.1408,4.7769,0,Precio alto / dinamico / estable
8400,Ebeltoft,Jutland,33,20768.8,0.0219,0.1563,-36.077,5.3151,0.0832,1.7466,-0.6523,13.4079,9.3527,0,Precio alto / dinamico / estable
8410,Rønde,Jutland,33,18753.2,0.0217,0.2373,-39.0444,4.3854,0.0942,1.0122,0.0825,12.4622,2.8032,0,Precio alto / dinamico / estable
8420,Knebel,Jutland,33,21466.2,0.0278,0.2895,-49.1239,4.3434,0.0822,0.847,0.5245,9.3596,4.3157,0,Precio alto / dinamico / estable
8450,Hammel,Jutland,33,16516.4,-0.0023,0.3102,-60.3614,4.3041,-0.1338,-1.2175,-1.2567,-8.7315,16.482,1,Precio bajo / plano / volatil
8462,Harlev J,Jutland,33,20059.7,0.0277,0.1647,-22.9544,3.4379,0.012,1.6265,0.293,24.5342,-8.7096,0,Precio alto / dinamico / estable
8464,Galten,Jutland,33,19433.4,0.0216,0.1379,-30.6203,4.6012,-0.0818,1.4961,-0.9346,17.7318,6.3191,0,Precio alto / dinamico / estable
8471,Sabro,Jutland,33,18478.5,0.0254,0.1591,-35.5204,3.6126,0.1288,1.2122,0.6599,18.076,-7.0963,0,Precio alto / dinamico / estable
8500,Grenaa,Jutland,33,13525.1,0.0065,0.2714,-51.5649,5.0442,-0.1442,-0.345,-1.5991,-4.8941,13.5722,1,Precio bajo / plano / volatil
8520,Lystrup,Jutland,33,25582.7,0.0318,0.2206,-40.7216,4.264,-0.022,1.5357,0.1777,24.1425,-1.2147,0,Precio alto / dinamico / estable
8530,Hjortshøj,Jutland,33,21156.9,0.0309,0.2301,-58.4804,3.5273,0.0754,0.4469,1.1448,1.3332,-14.9292,0,Precio alto / dinamico / estable
8541,Skødstrup,Jutland,33,23842.4,0.0317,0.1956,-43.2796,4.1188,-0.0207,1.3665,0.249,24.0035,-1.9176,0,Precio alto / dinamico / estable
8543,Hornslet,Jutland,33,19696.3,0.0238,0.2353,-48.1832,4.1513,-0.053,0.577,-0.1055,8.6384,0.9897,0,Precio alto / dinamico / estable
8544,Mørke,Jutland,33,12004.5,0.0117,0.2536,-36.8143,3.388,-0.1133,-0.2075,-0.5085,-5.9207,-4.7983,1,Precio bajo / plano / volatil
8550,Ryomgård,Jutland,33,12911.2,0.027,0.4321,-59.331,3.5093,-0.1306,-0.8128,0.4949,-20.9636,-6.5442,1,Precio bajo / plano / volatil
8560,Kolind,Jutland,33,12345.6,0.0238,0.43,-54.9469,3.4212,0.1426,-0.557,1.3538,-5.792,-13.9694,1,Precio bajo / plano / volatil
8585,Glesborg,Jutland,33,15530.1,0.0207,0.1315,-33.7441,4.3082,0.1363,1.2907,-0.0009,14.0328,0.9843,0,Precio alto / dinamico / estable
8600,Silkeborg,Jutland,33,23458.8,0.0151,0.309,-58.4178,6.086,0.1042,0.711,-0.7454,-0.3369,19.6842,0,Precio alto / dinamico / estable
8620,Kjellerup,Jutland,33,15808.3,0.0091,0.2372,-49.0939,4.4947,-0.1644,-0.1869,-1.3011,-4.3076,10.1392,1,Precio bajo / plano / volatil
8643,Ans By,Jutland,33,12638.4,0.0101,0.2758,-53.0202,3.214,0.0549,-0.7865,0.3876,-9.2582,-10.0068,1,Precio bajo / plano / volatil
8653,Them,Jutland,33,13626.7,-0.0021,0.3304,-68.7459,3.4002,0.0559,-1.8466,0.0964,-18.0681,-13.3186,1,Precio bajo / plano / volatil
8654,Bryrup,Jutland,33,13801.0,0.0119,0.3314,-70.5756,3.1394,0.0791,-1.4465,0.9025,-16.3924,-11.2912,1,Precio bajo / plano / volatil
8660,Skanderborg,Jutland,33,22591.9,0.0248,0.1437,-33.8358,5.3027,0.0967,2.0661,-0.5132,13.9201,9.9058,0,Precio alto / dinamico / estable
8670,Låsby,Jutland,33,16370.1,0.0268,0.5672,-75.2617,3.0226,-0.0682,-1.6865,1.436,-23.0402,-7.2211,1,Precio bajo / plano / volatil
8680,Ry,Jutland,33,26358.5,0.0279,0.1554,-34.5221,4.343,0.1009,1.957,0.2576,21.9017,0.3651,0,Precio alto / dinamico / estable
8700,Horsens,Jutland,33,18099.0,-0.0046,0.2218,-56.1106,6.2392,-0.1702,-0.2634,-2.6967,-3.5489,17.906,1,Precio bajo / plano / volatil
8722,Hedensted,Jutland,33,15311.3,0.0145,0.2766,-72.7689,4.3422,0.1078,-0.7553,0.3407,0.9325,-4.0531,1,Precio bajo / plano / volatil
8723,Løsning,Jutland,33,11675.7,0.0039,0.3087,-50.2847,3.9834,-0.0289,-0.8478,-0.6155,-7.3747,0.7508,1,Precio bajo / plano / volatil
8732,Hovedgård,Jutland,33,14309.9,0.0266,0.1876,-43.5849,3.2811,0.0587,0.5079,0.7604,-1.136,-17.6067,0,Precio alto / dinamico / estable
8740,Brædstrup,Jutland,33,15654.6,-0.0008,0.3574,-67.4474,4.1983,-0.3602,-1.8377,-1.8064,-12.2316,13.9917,1,Precio bajo / plano / volatil
8751,Gedved,Jutland,33,12115.2,-0.0099,0.808,-77.7296,3.0373,0.312,-3.5798,1.7372,-26.9335,-8.817,1,Precio bajo / plano / volatil
8752,Astbirk,Jutland,33,15209.3,0.0227,0.7484,-89.6293,3.5289,0.0701,-2.5402,1.9095,-28.2338,-5.8333,1,Precio bajo / plano / volatil
8766,Nørre Snede,Jutland,33,9672.0,0.0134,0.2661,-58.1783,3.1142,0.1795,-0.8765,1.0554,-9.3892,-14.1371,1,Precio bajo / plano / volatil
8783,Hornsyld,Jutland,33,10648.5,0.0077,0.2313,-39.7969,3.1551,-0.3194,-0.7692,-1.2765,-13.0932,5.3258,1,Precio bajo / plano / volatil
8800,Viborg,Jutland,33,17026.4,-0.0033,0.3444,-55.2537,5.8413,-0.0698,-0.5045,-2.0082,-4.0004,18.6692,1,Precio bajo / plano / volatil
8830,Tjele,Jutland,33,10710.9,0.0098,0.2509,-47.8714,4.191,0.6595,0.2186,1.5038,9.4735,-9.761,0,Precio alto / dinamico / estable
8831,Løgstrup,Jutland,33,14262.7,0.0176,0.2492,-48.704,3.4162,-0.2706,-0.4503,-0.7084,-11.761,3.6172,1,Precio bajo / plano / volatil
8832,Skals,Jutland,33,11997.3,0.0105,0.4879,-68.8064,3.46,-0.1334,-1.9873,0.0749,-22.1411,-3.4154,1,Precio bajo / plano / volatil
8840,Rødkærsbro,Jutland,33,8936.4,0.0059,0.3952,-58.5379,3.0033,-0.1141,-1.8542,-0.0472,-16.1327,-5.4607,1,Precio bajo / plano / volatil
8850,Bjerringbro,Jutland,33,11574.6,0.0121,0.3362,-68.7842,4.4859,0.0911,-0.9825,0.1051,1.5125,-4.1673,1,Precio bajo / plano / volatil
8860,Ulstrup,Jutland,33,9674.0,0.0067,0.2526,-43.8358,3.5562,-0.4267,-1.0094,-1.8711,-13.885,6.9821,1,Precio bajo / plano / volatil
8870,Langå,Jutland,33,13764.2,0.0213,0.2607,-47.0085,4.1532,-0.2063,0.0369,-0.7865,-4.244,6.8533,1,Precio bajo / plano / volatil
8881,Thorsø,Jutland,33,13116.2,0.0116,0.3519,-54.3904,3.1818,-0.0809,-1.0848,0.106,-13.9453,-6.3908,1,Precio bajo / plano / volatil
8882,Fårvang,Jutland,33,12335.2,0.0154,0.2745,-51.3174,3.203,-0.4642,-1.0463,-1.3083,-15.9871,5.9203,1,Precio bajo / plano / volatil
8883,Gjern,Jutland,33,13409.6,0.024,0.2692,-54.286,3.0531,0.1366,-0.2303,1.3278,-4.3157,-15.7826,1,Precio bajo / plano / volatil
8900,Randers C,Jutland,33,24049.5,-0.0212,0.5088,-70.6977,4.7109,-0.0964,-1.9792,-1.3274,-10.5006,20.802,1,Precio bajo / plano / volatil
8920,Randers NV,Jutland,33,13533.6,0.0185,0.2582,-39.568,5.1279,-0.1984,0.5631,-1.556,-0.2311,10.5281,0,Precio alto / dinamico / estable
8930,Randers NA,Jutland,33,12622.3,0.01,0.877,-79.4957,4.5957,-0.188,-2.9484,-0.1259,-28.0958,-3.2534,1,Precio bajo / plano / volatil
8940,Randers SV,Jutland,33,13426.5,0.0113,0.1677,-40.0222,4.2222,-0.2251,0.1262,-1.5088,-7.0386,7.0518,1,Precio bajo / plano / volatil
8950,Arsted,Jutland,33,10512.8,0.0211,0.2455,-39.3691,3.5734,0.1982,0.384,0.88,11.8509,-7.1383,0,Precio alto / dinamico / estable
8960,Randers SA,Jutland,33,13887.2,0.018,0.2411,-53.6798,4.6852,-0.0863,0.0321,-0.7431,-2.078,8.2379,1,Precio bajo / plano / volatil
8961,Allingåbro,Jutland,33,11670.4,0.0176,0.2197,-44.0589,3.826,-0.2997,-0.2045,-1.1823,-9.9394,5.0716,1,Precio bajo / plano / volatil
8963,Auning,Jutland,33,11021.2,0.0203,0.2354,-40.823,3.5768,-0.047,0.1061,-0.0357,-4.3489,-5.1644,1,Precio bajo / plano / volatil
8970,Havndal,Jutland,33,8882.3,0.0118,0.4893,-70.9089,3.387,0.515,-1.5514,2.5228,6.6174,-12.0772,1,Precio bajo / plano / volatil
8981,Spentrup,Jutland,33,10333.3,-0.0085,0.2066,-68.6248,3.4808,-0.2003,-2.1601,-1.3329,-13.9357,16.1037,1,Precio bajo / plano / volatil
8983,Gjerlev J,Jutland,33,9934.9,0.005,0.4598,-67.2771,3.2511,-0.5722,-2.5896,-1.3523,-21.1501,3.5157,1,Precio bajo / plano / volatil
8990,Fårup,Jutland,33,10168.0,0.0143,0.3381,-65.6775,3.0855,-0.1743,-1.627,0.0282,-17.8634,-2.2146,1,Precio bajo / plano / volatil
9000,Aalborg,Jutland,33,25782.6,-0.0121,0.1775,-39.3872,6.0866,-0.0813,0.6102,-2.8816,1.6521,18.5641,0,Precio alto / dinamico / estable
9200,Aalborg SV,Jutland,33,19468.9,0.0252,0.345,-69.5811,4.3497,-0.2436,-0.5451,-0.4336,-0.9222,4.8523,1,Precio bajo / plano / volatil
9210,Aalborg SA,Jutland,33,19979.0,0.0253,0.1269,-27.4521,4.3388,-0.0253,1.7658,-0.4797,18.8396,5.1652,0,Precio alto / dinamico / estable
9220,Aalborg Ast,Jutland,33,17465.0,0.0214,0.2777,-63.5149,3.7889,-0.0637,-0.4285,0.2188,-1.6757,-10.8082,1,Precio bajo / plano / volatil
9230,Svenstrup J,Jutland,33,16738.0,0.0223,0.1645,-32.0617,4.3347,0.0998,1.3633,-0.0517,14.3438,1.6923,0,Precio alto / dinamico / estable
9240,Nibe,Jutland,33,14207.7,0.0236,0.1916,-29.5845,4.6388,-0.0863,1.2487,-0.8742,16.6576,6.3817,0,Precio alto / dinamico / estable
9260,Gistrup,Jutland,33,17821.8,0.0304,0.4988,-65.2874,3.9617,0.0261,-0.516,1.1318,-0.1323,-8.7909,1,Precio bajo / plano / volatil
9270,Klarup,Jutland,33,23221.1,0.0294,0.2536,-39.771,3.6889,-0.3342,0.7697,-0.6841,19.0741,-15.9261,0,Precio alto / dinamico / estable
9280,Storvorde,Jutland,33,11765.8,0.0176,0.175,-31.4249,4.3602,-0.006,0.8552,-0.6664,6.1722,5.6669,0,Precio alto / dinamico / estable
9293,Kongerslev,Jutland,33,8601.3,0.0133,0.5522,-62.9003,2.9681,0.2397,-1.7874,1.8253,-13.483,-15.8214,1,Precio bajo / plano / volatil
9300,Sæby,Jutland,33,15698.2,0.0211,0.2183,-45.7146,4.7965,-0.2646,0.4479,-1.4565,-1.3284,9.7216,0,Precio alto / dinamico / estable
9310,Vodskov,Jutland,33,14504.2,0.0196,0.5235,-68.0155,4.3763,-0.0547,-1.1668,0.2183,-0.6379,-6.3682,1,Precio bajo / plano / volatil
9320,Hjallerup,Jutland,33,11633.7,0.0183,0.2724,-59.6066,3.8912,-0.1767,-0.7335,-0.4762,-10.1585,0.998,1,Precio bajo / plano / volatil
9330,Dronninglund,Jutland,33,12404.7,0.0058,0.2807,-48.4068,4.1484,-0.4595,-0.9694,-2.2635,-13.1988,9.0516,1,Precio bajo / plano / volatil
9340,Asaa,Jutland,33,8148.8,0.0085,0.4815,-68.6509,2.9618,-0.1738,-2.4447,0.1088,-18.5786,-5.9999,1,Precio bajo / plano / volatil
9362,Gandrup,Jutland,33,9320.0,0.0126,0.4778,-63.8487,2.9835,-0.0651,-1.9325,0.5917,-17.6152,-7.4736,1,Precio bajo / plano / volatil
9370,Hals,Jutland,33,13003.3,0.02,0.1819,-32.7428,4.8293,0.0098,1.1254,-0.7651,15.3127,5.9242,0,Precio alto / dinamico / estable
9380,Vestbjerg,Jutland,33,16936.8,0.0245,0.9194,-86.4947,3.1793,0.0647,-2.8232,2.3922,-29.0451,-5.9202,1,Precio bajo / plano / volatil
9381,Sulsted,Jutland,33,10882.7,0.0183,0.2852,-46.336,2.7951,0.0493,-0.4928,0.8491,-6.3791,-10.552,1,Precio bajo / plano / volatil
9382,Tylstrup,Jutland,33,9528.1,0.0097,0.6375,-80.6031,2.8279,-0.2691,-3.291,0.2821,-24.6569,0.7708,1,Precio bajo / plano / volatil
9400,Nørresundby,Jutland,33,22815.8,0.0035,0.2762,-65.1529,4.9264,-0.1829,-0.6218,-1.5288,-6.225,16.7864,1,Precio bajo / plano / volatil
9430,Vadum,Jutland,33,12116.8,0.0224,0.4191,-69.4981,3.6312,0.1481,-1.0447,1.3617,-13.628,-12.9182,1,Precio bajo / plano / volatil
9440,Aabybro,Jutland,33,14586.8,0.0276,0.2024,-51.9131,4.4797,0.0025,0.604,0.0021,7.8462,2.5538,0,Precio alto / dinamico / estable
9460,Brovst,Jutland,33,8521.4,-0.0001,0.3039,-49.2858,4.283,-0.3986,-1.3516,-2.3356,-12.3882,10.523,1,Precio bajo / plano / volatil
9480,Løkken,Jutland,33,17996.5,0.0254,0.1275,-38.3144,4.8293,0.0292,1.509,-0.454,13.6644,5.6054,0,Precio alto / dinamico / estable
9490,Pandrup,Jutland,33,14362.8,0.0238,0.1814,-37.2604,4.2593,0.1924,1.1422,0.4583,14.1767,-0.3833,0,Precio alto / dinamico / estable
9492,Blokhus,Jutland,33,25929.6,0.029,0.2957,-71.5149,4.3469,0.111,0.2956,1.006,1.9839,-10.1427,0,Precio alto / dinamico / estable
9493,Saltum,Jutland,33,21322.1,0.0259,0.1549,-30.5366,3.6643,0.4549,1.8956,1.7835,15.4362,-6.5703,0,Precio alto / dinamico / estable
9500,Hobro,Jutland,33,12939.1,-0.0017,0.3419,-54.9956,5.1342,-0.4066,-1.2063,-2.7788,-9.1682,13.8281,1,Precio bajo / plano / volatil
9510,Arden,Jutland,33,9602.5,0.0147,0.1951,-36.7748,3.6439,-0.3197,-0.1707,-1.4013,-9.0277,5.4062,1,Precio bajo / plano / volatil
9520,Skørping,Jutland,33,18199.7,0.0262,0.2559,-43.2579,3.9466,0.2713,0.9741,1.2409,15.0445,-3.9727,0,Precio alto / dinamico / estable
9530,Støvring,Jutland,33,17295.9,0.0239,0.2192,-43.4483,4.4995,0.0634,0.9234,0.0056,11.5371,3.4732,0,Precio alto / dinamico / estable
9541,Suldrup,Jutland,33,10596.3,0.0259,0.2425,-44.7532,3.0827,0.0104,0.0156,0.7449,-2.2736,-17.3215,1,Precio bajo / plano / volatil
9550,Mariager,Jutland,33,10402.3,0.0052,0.4127,-59.1706,3.818,-0.1365,-1.5994,-0.6009,-13.9195,-1.7248,1,Precio bajo / plano / volatil
9560,Hadsund,Jutland,33,12972.3,0.022,0.2749,-58.172,5.0037,0.0739,0.1711,-0.102,6.2557,0.1218,0,Precio alto / dinamico / estable
9575,Terndrup,Jutland,33,10763.7,0.0187,0.3638,-63.8391,2.9444,0.1645,-1.1453,1.5293,-11.6367,-13.8297,1,Precio bajo / plano / volatil
9600,Aars,Jutland,33,13827.2,0.0102,0.2975,-55.7358,4.619,-0.2224,-0.6361,-1.3869,-5.566,11.7762,1,Precio bajo / plano / volatil
9610,Nørager,Jutland,33,9340.8,0.0093,0.4899,-69.0776,3.477,-0.3319,-2.3616,-0.7184,-21.7312,1.8782,1,Precio bajo / plano / volatil
9620,Aalestrup,Jutland,33,9595.9,0.0,0.3758,-58.8499,3.7024,0.2013,-1.4443,0.4298,-11.5151,-17.9565,1,Precio bajo / plano / volatil
9632,Møldrup,Jutland,33,9210.5,0.0106,0.4398,-72.39,3.046,0.0722,-2.0778,1.0275,-17.8281,-10.455,1,Precio bajo / plano / volatil
9640,Farsø,Jutland,33,11890.5,0.0073,0.3837,-56.6721,4.5643,-0.1828,-1.0619,-1.2026,-6.7364,12.0996,1,Precio bajo / plano / volatil
9670,Løgstør,Jutland,33,10660.6,0.0109,0.3822,-59.0151,4.3862,-0.3283,-1.271,-1.4647,-10.0718,11.6265,1,Precio bajo / plano / volatil
9681,Ranum,Jutland,33,12279.2,0.0255,0.5292,-60.7846,2.9444,-0.2287,-1.4915,0.5764,-20.8582,-5.3888,1,Precio bajo / plano / volatil
9690,Fjerritslev,Jutland,33,11381.6,0.0185,0.2344,-53.9669,4.3737,0.3341,0.2428,0.9648,10.3307,-5.4133,0,Precio alto / dinamico / estable
9700,Brønderslev,Jutland,33,11174.4,0.0046,0.3368,-55.3826,4.9215,-0.1532,-0.8775,-1.5054,-5.9423,13.3261,1,Precio bajo / plano / volatil
9740,Jerslev J,Jutland,33,7357.5,0.0015,0.2131,-43.8224,2.9412,0.0692,-0.9552,0.0239,-8.9878,-8.346,1,Precio bajo / plano / volatil
9750,Astervrå,Jutland,33,8221.6,0.0087,0.4237,-76.4512,3.0645,-0.0743,-2.443,0.433,-19.2047,-9.8625,1,Precio bajo / plano / volatil
9760,Vrå,Jutland,33,11859.0,0.0112,0.541,-73.4262,3.7319,0.3587,-1.6794,1.8574,5.7549,-11.1954,1,Precio bajo / plano / volatil
9800,Hjørring,Jutland,33,17648.8,0.0033,0.2642,-41.4647,5.7138,-0.1439,0.3583,-2.2307,-2.1573,16.5131,0,Precio alto / dinamico / estable
9830,Tårs,Jutland,33,10538.2,0.0152,0.2701,-52.1477,3.3257,0.1224,-0.5334,0.7271,-8.2448,-12.6153,1,Precio bajo / plano / volatil
9850,Hirtshals,Jutland,33,12665.0,0.0167,0.2512,-47.2855,4.4749,-0.1699,-0.0224,-1.0447,-3.5131,8.3811,1,Precio bajo / plano / volatil
9870,Sindal,Jutland,33,10803.8,0.0225,0.3273,-53.0638,3.9294,0.0355,-0.2811,0.4215,-3.7261,-11.7851,1,Precio bajo / plano / volatil
9881,Bindslev,Jutland,33,14635.0,0.0142,0.1641,-35.326,3.7787,-0.2827,0.256,-1.3912,-7.9738,5.6251,0,Precio alto / dinamico / estable
9900,Frederikshavn,Jutland,33,12807.8,0.0026,0.2074,-49.8269,5.3162,-0.4009,-0.4596,-2.9626,-8.3315,13.7477,1,Precio bajo / plano / volatil
9940,Læsø,Jutland,33,13283.3,0.0135,0.1519,-33.8132,3.6296,-0.214,0.2627,-1.1289,-7.6962,5.0193,0,Precio alto / dinamico / estable
