zip_code,city,region,n_years,growth_recent,liquidity_log,price_level,max_drawdown,R,F,M,RFM_score,RFM_code,rfm_segmento
5871,Frørup,Fyn & islands,33,0.1354,2.9835,14598.8,-64.2431,5,1,3,9,513,"Emergente (momentum, ticket medio-bajo)"
5874,Hesselager,Fyn & islands,33,-0.0086,3.1329,12882.8,-58.6972,3,1,2,6,312,Intermedio
5881,Skårup Fyn,Fyn & islands,33,0.1912,3.0387,15508.9,-59.2906,5,1,3,9,513,"Emergente (momentum, ticket medio-bajo)"
5900,Rudkøbing,Fyn & islands,33,0.0546,4.2601,12035.9,-64.7194,4,4,2,10,442,"Value liquido (barato, accesible)"
5932,Humble,Fyn & islands,33,-0.0546,3.6942,13583.6,-43.6094,2,2,2,6,222,"Periferico dormido (iliquido, frio)"
5953,Tranekær,Fyn & islands,33,-0.0453,3.9946,12456.8,-44.5518,3,3,2,8,332,Intermedio
5960,Marstal,Fyn & islands,33,0.0793,3.6158,10052.0,-71.0406,4,2,1,7,421,"Emergente (momentum, ticket medio-bajo)"
5970,Ãrøskøbing,Fyn & islands,33,-0.0748,3.3212,12024.7,-42.1709,2,1,2,5,212,"Periferico dormido (iliquido, frio)"
6000,Kolding,Jutland,33,-0.1149,6.0289,20513.7,-58.5467,2,5,4,11,254,"Premium frio (caro, sin momentum)"
6040,Egtved,Jutland,33,-0.0622,4.1124,13313.9,-53.5448,2,3,2,7,232,Intermedio
6051,Almind,Jutland,33,-0.0777,2.8261,12992.6,-66.63,2,1,2,5,212,"Periferico dormido (iliquido, frio)"
6070,Christiansfeld,Jutland,33,0.4523,3.7904,13565.8,-64.444,5,3,2,10,532,"Emergente (momentum, ticket medio-bajo)"
6091,Bjert,Jutland,33,0.1865,3.2416,18778.3,-38.5875,5,1,4,10,514,Intermedio
6093,Sjølund,Jutland,33,-0.0147,2.7858,20601.3,-34.703,3,1,4,8,314,Intermedio
6094,Hejls,Jutland,33,0.0795,3.39,19371.2,-34.9876,4,2,4,10,424,Intermedio
6100,Haderslev,Jutland,33,-0.0889,5.6106,16953.5,-71.192,2,5,3,10,253,Intermedio
6200,Aabenraa,Jutland,33,-0.1882,5.3439,15973.3,-66.1937,1,5,3,9,153,Intermedio
6230,Rødekro,Jutland,33,0.2008,4.3407,11249.3,-55.3644,5,4,2,11,542,"Value liquido (barato, accesible)"
6240,Løgumkloster,Jutland,33,-0.139,3.7917,6882.9,-61.9826,2,3,1,6,231,Intermedio
6261,Bredebro,Jutland,33,-0.1152,3.2249,7963.0,-76.1195,2,1,1,4,211,"Periferico dormido (iliquido, frio)"
6270,Tønder,Jutland,33,-0.1766,4.438,12562.0,-72.636,1,4,2,7,142,"Value liquido (barato, accesible)"
6280,Højer,Jutland,33,0.2944,2.965,7033.4,-61.9218,5,1,1,7,511,"Emergente (momentum, ticket medio-bajo)"
6300,Gråsten,Jutland,33,0.4011,4.1383,12572.1,-68.1506,5,3,2,10,532,"Emergente (momentum, ticket medio-bajo)"
6310,Broager,Jutland,33,0.0494,3.7362,12928.7,-55.7037,4,2,2,8,422,"Emergente (momentum, ticket medio-bajo)"
6320,Egernsund,Jutland,33,0.0668,2.8314,13860.4,-50.6556,4,1,3,8,413,"Emergente (momentum, ticket medio-bajo)"
6330,Padborg,Jutland,33,0.477,3.6117,9239.6,-54.6442,5,2,1,8,521,"Emergente (momentum, ticket medio-bajo)"
6340,Kruså,Jutland,33,-0.0209,3.5977,11530.7,-50.1205,3,2,2,7,322,Intermedio
6360,Tinglev,Jutland,33,-0.2468,3.4965,9357.1,-60.8658,1,2,1,4,121,"Periferico dormido (iliquido, frio)"
6372,Bylderup-Bov,Jutland,33,-0.1271,3.1355,6399.7,-59.3939,2,1,1,4,211,"Periferico dormido (iliquido, frio)"
6400,Sønderborg,Jutland,33,-0.1344,5.3441,18540.7,-50.3471,2,5,4,11,254,"Premium frio (caro, sin momentum)"
6430,Nordborg,Jutland,33,-0.0232,4.3355,7929.5,-58.9225,3,4,1,8,341,"Value liquido (barato, accesible)"
6440,Augustenborg,Jutland,33,-0.0986,3.8372,10527.3,-54.8241,2,3,1,6,231,Intermedio
6470,Sydals,Jutland,33,-0.0667,4.3024,12885.6,-33.2083,2,4,2,8,242,"Value liquido (barato, accesible)"
6500,Vojens,Jutland,33,0.0034,4.5038,9888.6,-58.1678,3,4,1,8,341,"Value liquido (barato, accesible)"
6510,Gram,Jutland,33,-0.2021,3.5246,6857.5,-80.8262,1,2,1,4,121,"Periferico dormido (iliquido, frio)"
6520,Toftlund,Jutland,33,-0.0007,3.8359,8826.2,-57.6877,3,3,1,7,331,Intermedio
6560,Sommersted,Jutland,33,-0.1787,2.8043,6572.3,-77.3449,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
6580,Vamdrup,Jutland,33,-0.4166,4.021,13781.6,-47.2268,1,3,3,7,133,Intermedio
6600,Vejen,Jutland,33,-0.4631,4.7073,13331.8,-46.3058,1,4,2,7,142,"Value liquido (barato, accesible)"
6623,Vorbasse,Jutland,33,1.0737,2.7895,10501.2,-59.9373,5,1,1,7,511,"Emergente (momentum, ticket medio-bajo)"
6630,Rødding,Jutland,33,-0.2241,4.3179,8719.4,-46.7789,1,4,1,6,141,"Value liquido (barato, accesible)"
6640,Lunderskov,Jutland,33,0.0548,3.5475,12902.3,-64.4658,4,2,2,8,422,"Emergente (momentum, ticket medio-bajo)"
6650,Brørup,Jutland,33,-0.2198,3.8912,11466.4,-65.548,1,3,2,6,132,Intermedio
6670,Holsted,Jutland,33,-0.5086,3.3578,8194.4,-75.5569,1,2,1,4,121,"Periferico dormido (iliquido, frio)"
6690,Gørding,Jutland,33,0.0329,2.9348,9919.6,-62.5993,4,1,1,6,411,"Emergente (momentum, ticket medio-bajo)"
6700,Esbjerg,Jutland,33,0.093,5.2628,23610.9,-44.1145,4,5,4,13,454,Champions (premium caliente-liquido)
6705,Esbjerg A,Jutland,33,-0.0536,4.0431,13647.2,-53.3285,2,3,2,7,232,Intermedio
6710,Esbjerg V,Jutland,33,-0.0726,5.0137,18926.0,-24.7661,2,5,4,11,254,"Premium frio (caro, sin momentum)"
6715,Esbjerg N,Jutland,33,-0.0648,4.1441,15378.8,-52.5588,2,3,3,8,233,Intermedio
6720,Fanø,Jutland,33,0.0922,4.476,24450.1,-23.3688,4,4,4,12,444,Champions (premium caliente-liquido)
6731,Tjæreborg,Jutland,33,-0.0077,3.1704,14009.5,-44.4446,3,1,3,7,313,Intermedio
6740,Bramming,Jutland,33,0.1948,4.4586,12609.4,-48.9865,5,4,2,11,542,"Value liquido (barato, accesible)"
6760,Ribe,Jutland,33,0.3943,4.7258,16643.3,-46.1419,5,4,3,12,543,"Emergente (momentum, ticket medio-bajo)"
6771,Gredstedbro,Jutland,33,-0.0827,2.9805,9547.1,-41.6904,2,1,1,4,211,"Periferico dormido (iliquido, frio)"
6780,Skærbæk,Jutland,33,-0.2162,3.814,8749.4,-49.8135,1,3,1,5,131,Intermedio
6792,Rømø,Jutland,33,0.0691,4.0156,16675.8,-50.2545,4,3,3,10,433,"Emergente (momentum, ticket medio-bajo)"
6800,Varde,Jutland,33,-0.1014,5.063,14279.6,-42.6099,2,5,3,10,253,Intermedio
6818,Ãrre,Jutland,33,-0.2905,3.1083,10832.8,-78.4398,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
6823,Ansager,Jutland,33,-0.2225,3.2534,11107.5,-71.4933,1,1,2,4,112,"Periferico dormido (iliquido, frio)"
6830,Nørre Nebel,Jutland,33,0.0225,4.1823,13622.3,-39.7439,3,3,2,8,332,Intermedio
6840,Oksbøl,Jutland,33,0.2589,3.9072,14284.6,-25.0506,5,3,3,11,533,"Emergente (momentum, ticket medio-bajo)"
6853,Vejers Strand,Jutland,33,0.1889,3.1006,25433.4,-38.0137,5,1,5,11,515,Intermedio
6854,Henne,Jutland,33,0.2392,3.628,27726.4,-23.3665,5,2,5,12,525,Intermedio
6857,Blåvand,Jutland,33,0.1873,4.2446,26215.7,-40.2027,5,3,5,13,535,Intermedio
6862,Tistrup,Jutland,33,-0.2942,2.8421,8218.4,-86.8068,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
6870,Algod,Jutland,33,-0.5174,3.7579,9062.2,-70.4744,1,3,1,5,131,Intermedio
6880,Tarm,Jutland,33,-0.3296,4.2002,10116.4,-47.9538,1,3,1,5,131,Intermedio
6893,Hemmet,Jutland,33,0.1369,4.0636,13322.2,-40.1367,5,3,2,10,532,"Emergente (momentum, ticket medio-bajo)"
6900,Skjern,Jutland,33,-0.0179,4.6779,10847.8,-37.4871,3,4,1,8,341,"Value liquido (barato, accesible)"
6920,Videbæk,Jutland,33,-0.4156,4.1993,10330.9,-52.0474,1,3,1,5,131,Intermedio
6933,Kibæk,Jutland,33,0.4858,3.6797,14106.3,-54.5528,5,2,3,10,523,"Emergente (momentum, ticket medio-bajo)"
6940,Lem St,Jutland,33,-0.4211,2.8314,7006.9,-63.5818,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
6950,Ringkøbing,Jutland,33,-0.0296,5.279,20021.3,-37.1164,3,5,4,12,354,Intermedio
6960,Hvide Sande,Jutland,33,0.1289,4.5905,19000.2,-32.4204,5,4,4,13,544,Champions (premium caliente-liquido)
6971,Spjald,Jutland,33,-0.0291,3.1355,8681.6,-57.9321,3,1,1,5,311,Intermedio
6990,Ulfborg,Jutland,33,0.0863,4.4505,12824.3,-39.5476,4,4,2,10,442,"Value liquido (barato, accesible)"
7000,Fredericia,Jutland,33,-0.0727,5.8535,18956.9,-50.5196,2,5,4,11,254,"Premium frio (caro, sin momentum)"
7080,Børkop,Jutland,33,-0.1323,4.698,18610.5,-27.0456,2,4,4,10,244,"Premium frio (caro, sin momentum)"
7100,Vejle,Jutland,33,-0.0356,5.9268,21099.3,-53.5929,3,5,4,12,354,Intermedio
7120,Vejle Ast,Jutland,33,0.2425,4.3999,22004.7,-37.4955,5,4,4,13,544,Champions (premium caliente-liquido)
7130,Juelsminde,Jutland,33,0.0502,4.7298,17909.8,-41.6652,4,4,4,12,444,Champions (premium caliente-liquido)
7140,Stouby,Jutland,33,-0.1739,2.7932,9698.7,-71.1455,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
7160,Tørring,Jutland,33,-0.0495,3.7794,11638.5,-58.0958,2,3,2,7,232,Intermedio
7171,Uldum,Jutland,33,0.0203,2.8225,11391.7,-71.028,3,1,2,6,312,Intermedio
7182,Bredsten,Jutland,33,-0.1575,3.2523,11400.2,-62.9505,1,1,2,4,112,"Periferico dormido (iliquido, frio)"
7190,Billund,Jutland,33,0.3865,4.3114,18493.3,-66.121,5,4,4,13,544,Champions (premium caliente-liquido)
7200,Grindsted,Jutland,33,0.1105,4.619,11887.1,-56.859,5,4,2,11,542,"Value liquido (barato, accesible)"
7260,Sønder Omme,Jutland,33,-0.4211,2.9104,9237.0,-54.9494,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
7300,Jelling,Jutland,33,0.1136,3.8326,13699.2,-38.8375,5,3,3,11,533,"Emergente (momentum, ticket medio-bajo)"
7323,Give,Jutland,33,-0.2225,4.4708,12299.7,-37.1633,1,4,2,7,142,"Value liquido (barato, accesible)"
7330,Brande,Jutland,33,0.192,4.3379,15919.8,-67.8553,5,4,3,12,543,"Emergente (momentum, ticket medio-bajo)"
7361,Ejstrupholm,Jutland,33,0.0257,3.2152,11511.1,-73.4537,4,1,2,7,412,"Emergente (momentum, ticket medio-bajo)"
7400,Herning,Jutland,33,-0.1307,5.9938,17295.8,-53.5539,2,5,3,10,253,Intermedio
7430,Ikast,Jutland,33,-0.1369,4.8497,16900.3,-52.2505,2,5,3,10,253,Intermedio
7441,Bording,Jutland,33,-0.0704,3.502,11482.0,-52.8895,2,2,2,6,222,"Periferico dormido (iliquido, frio)"
7442,Engesvang,Jutland,33,-0.222,3.1551,11576.2,-47.9604,1,1,2,4,112,"Periferico dormido (iliquido, frio)"
7451,Sunds,Jutland,33,-0.0632,3.9235,13627.3,-83.9271,2,3,2,7,232,Intermedio
7470,Karup J,Jutland,33,-0.477,3.8893,10920.9,-53.7993,1,3,1,5,131,Intermedio
7480,Vildbjerg,Jutland,33,0.2129,3.9483,12731.5,-46.8086,5,3,2,10,532,"Emergente (momentum, ticket medio-bajo)"
7490,Aulum,Jutland,33,0.366,3.6085,10788.2,-51.9641,5,2,1,8,521,"Emergente (momentum, ticket medio-bajo)"
7500,Holstebro,Jutland,33,-0.0595,5.775,15421.7,-48.4513,2,5,3,10,253,Intermedio
7570,Vemb,Jutland,33,0.3053,2.9727,8145.6,-59.1043,5,1,1,7,511,"Emergente (momentum, ticket medio-bajo)"
7600,Struer,Jutland,33,-0.1652,4.83,14312.1,-56.9207,1,5,3,9,153,Intermedio
7620,Lemvig,Jutland,33,0.114,4.8005,11582.2,-61.2047,5,5,2,12,552,"Value liquido (barato, accesible)"
7673,Harboøre,Jutland,33,0.033,3.7275,12485.0,-59.9302,4,2,2,8,422,"Emergente (momentum, ticket medio-bajo)"
7680,Thyborøn,Jutland,33,-0.2715,2.9587,7556.9,-84.1647,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
7700,Thisted,Jutland,33,-0.0921,5.4311,15158.8,-43.1953,2,5,3,10,253,Intermedio
7730,Hanstholm,Jutland,33,-0.1662,3.1512,9274.2,-47.6299,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
7752,Snedsted,Jutland,33,0.3693,3.6896,8480.8,-41.8989,5,2,1,8,521,"Emergente (momentum, ticket medio-bajo)"
7755,Bedsted Thy,Jutland,33,0.1511,2.9087,11632.1,-52.2344,5,1,2,8,512,"Emergente (momentum, ticket medio-bajo)"
7760,Hurup Thy,Jutland,33,-0.0586,3.8521,9621.6,-54.5863,2,3,1,6,231,Intermedio
7770,Vestervig,Jutland,33,0.1005,3.387,11170.2,-52.6989,4,2,2,8,422,"Emergente (momentum, ticket medio-bajo)"
7790,Thyholm,Jutland,33,0.2907,3.5597,9322.5,-56.8363,5,2,1,8,521,"Emergente (momentum, ticket medio-bajo)"
7800,Skive,Jutland,33,-0.2462,5.2135,13058.6,-66.7583,1,5,2,8,152,"Value liquido (barato, accesible)"
7830,Vinderup,Jutland,33,-0.2417,4.1942,10207.5,-42.1062,1,3,1,5,131,Intermedio
7840,Højslev,Jutland,33,-0.0887,3.9175,12325.9,-73.3558,2,3,2,7,232,Intermedio
7850,Stoholm Jyll,Jutland,33,-0.2695,3.3354,11070.2,-51.3344,1,2,2,5,122,"Periferico dormido (iliquido, frio)"
7860,Spøttrup,Jutland,33,0.0009,4.1158,9673.8,-27.2898,3,3,1,7,331,Intermedio
7870,Roslev,Jutland,33,-0.0954,4.4818,9395.9,-28.482,2,4,1,7,241,"Value liquido (barato, accesible)"
7900,Nykøbing M,Jutland,33,-0.4122,4.6708,9205.9,-56.9718,1,4,1,6,141,"Value liquido (barato, accesible)"
7950,Erslev,Jutland,33,0.0346,3.2018,6674.6,-79.1153,4,1,1,6,411,"Emergente (momentum, ticket medio-bajo)"
8000,Aarhus C,Jutland,33,-0.0739,5.9655,44955.3,-54.0267,2,5,5,12,255,"Premium frio (caro, sin momentum)"
8200,Aarhus N,Jutland,33,-0.0934,4.798,37911.8,-57.9202,2,5,5,12,255,"Premium frio (caro, sin momentum)"
8210,Aarhus V,Jutland,33,0.0209,4.2537,32205.0,-22.1555,3,4,5,12,345,Intermedio
8220,Brabrand,Jutland,33,-0.0742,4.2804,28403.5,-80.0988,2,4,5,11,245,"Premium frio (caro, sin momentum)"
8230,Ãbyhøj,Jutland,33,0.0216,4.1303,35739.5,-96.8138,3,3,5,11,335,Intermedio
8240,Risskov,Jutland,33,-0.0358,4.9479,35703.1,-14.3113,3,5,5,13,355,Intermedio
8250,Egå,Jutland,33,0.0798,4.4565,33420.4,-36.5274,4,4,5,13,445,Champions (premium caliente-liquido)
8260,Viby J,Jutland,33,-0.0197,4.8097,29005.1,-56.9067,3,5,5,13,355,Intermedio
8270,Højbjerg,Jutland,33,-0.0527,4.7983,35596.2,-32.6655,2,5,5,12,255,"Premium frio (caro, sin momentum)"
8300,Odder,Jutland,33,-0.0084,5.27,20009.1,-35.2454,3,5,4,12,354,Intermedio
8305,Samsø,Jutland,33,0.3704,4.1286,15487.3,-49.5208,5,3,3,11,533,"Emergente (momentum, ticket medio-bajo)"
8310,Tranbjerg J,Jutland,33,-0.0101,4.0243,23669.4,-32.0529,3,3,4,10,334,Intermedio
8320,Mårslet,Jutland,33,-0.024,3.7633,25996.2,-39.907,3,3,5,11,335,Intermedio
8330,Beder,Jutland,33,0.0918,3.5432,28062.9,-35.346,4,2,5,11,425,Intermedio
8340,Malling,Jutland,33,0.0918,3.812,25929.4,-45.5837,4,3,5,12,435,Intermedio
8355,Solbjerg,Jutland,33,0.0028,3.5927,22594.2,-79.9251,3,2,4,9,324,Intermedio
8361,Hasselager,Jutland,33,-0.0232,3.8046,23624.8,-33.6743,3,3,4,10,334,Intermedio
8362,Hørning,Jutland,33,0.0023,4.1869,23469.3,-39.6271,3,3,4,10,334,Intermedio
8370,Hadsten,Jutland,33,-0.021,4.5666,15810.4,-30.2343,3,4,3,10,343,Intermedio
8380,Trige,Jutland,33,0.0031,3.4533,19493.2,-69.2522,3,2,4,9,324,Intermedio
8381,Tilst,Jutland,33,-0.0882,4.0409,23400.0,-50.8677,2,3,4,9,234,"Premium frio (caro, sin momentum)"
8382,Hinnerup,Jutland,33,0.0395,4.6371,21583.2,-42.3993,4,4,4,12,444,Champions (premium caliente-liquido)
8400,Ebeltoft,Jutland,33,0.0832,5.3151,20768.8,-36.077,4,5,4,13,454,Champions (premium caliente-liquido)
8410,Rønde,Jutland,33,0.0942,4.3854,18753.2,-39.0444,4,4,4,12,444,Champions (premium caliente-liquido)
8420,Knebel,Jutland,33,0.0822,4.3434,21466.2,-49.1239,4,4,4,12,444,Champions (premium caliente-liquido)
8450,Hammel,Jutland,33,-0.1338,4.3041,16516.4,-60.3614,2,4,3,9,243,Intermedio
8462,Harlev J,Jutland,33,0.012,3.4379,20059.7,-22.9544,3,2,4,9,324,Intermedio
8464,Galten,Jutland,33,-0.0818,4.6012,19433.4,-30.6203,2,4,4,10,244,"Premium frio (caro, sin momentum)"
8471,Sabro,Jutland,33,0.1288,3.6126,18478.5,-35.5204,5,2,4,11,524,Intermedio
8500,Grenaa,Jutland,33,-0.1442,5.0442,13525.1,-51.5649,2,5,2,9,252,"Value liquido (barato, accesible)"
8520,Lystrup,Jutland,33,-0.022,4.264,25582.7,-40.7216,3,4,5,12,345,Intermedio
8530,Hjortshøj,Jutland,33,0.0754,3.5273,21156.9,-58.4804,4,2,4,10,424,Intermedio
8541,Skødstrup,Jutland,33,-0.0207,4.1188,23842.4,-43.2796,3,3,4,10,334,Intermedio
8543,Hornslet,Jutland,33,-0.053,4.1513,19696.3,-48.1832,2,3,4,9,234,"Premium frio (caro, sin momentum)"
8544,Mørke,Jutland,33,-0.1133,3.388,12004.5,-36.8143,2,2,2,6,222,"Periferico dormido (iliquido, frio)"
8550,Ryomgård,Jutland,33,-0.1306,3.5093,12911.2,-59.331,2,2,2,6,222,"Periferico dormido (iliquido, frio)"
8560,Kolind,Jutland,33,0.1426,3.4212,12345.6,-54.9469,5,2,2,9,522,"Emergente (momentum, ticket medio-bajo)"
8585,Glesborg,Jutland,33,0.1363,4.3082,15530.1,-33.7441,5,4,3,12,543,"Emergente (momentum, ticket medio-bajo)"
8600,Silkeborg,Jutland,33,0.1042,6.086,23458.8,-58.4178,5,5,4,14,554,Champions (premium caliente-liquido)
8620,Kjellerup,Jutland,33,-0.1644,4.4947,15808.3,-49.0939,1,4,3,8,143,Intermedio
8643,Ans By,Jutland,33,0.0549,3.214,12638.4,-53.0202,4,1,2,7,412,"Emergente (momentum, ticket medio-bajo)"
8653,Them,Jutland,33,0.0559,3.4002,13626.7,-68.7459,4,2,2,8,422,"Emergente (momentum, ticket medio-bajo)"
8654,Bryrup,Jutland,33,0.0791,3.1394,13801.0,-70.5756,4,1,3,8,413,"Emergente (momentum, ticket medio-bajo)"
8660,Skanderborg,Jutland,33,0.0967,5.3027,22591.9,-33.8358,4,5,4,13,454,Champions (premium caliente-liquido)
8670,Låsby,Jutland,33,-0.0682,3.0226,16370.1,-75.2617,2,1,3,6,213,"Periferico dormido (iliquido, frio)"
8680,Ry,Jutland,33,0.1009,4.343,26358.5,-34.5221,5,4,5,14,545,Champions (premium caliente-liquido)
8700,Horsens,Jutland,33,-0.1702,6.2392,18099.0,-56.1106,1,5,4,10,154,"Premium frio (caro, sin momentum)"
8722,Hedensted,Jutland,33,0.1078,4.3422,15311.3,-72.7689,5,4,3,12,543,"Emergente (momentum, ticket medio-bajo)"
8723,Løsning,Jutland,33,-0.0289,3.9834,11675.7,-50.2847,3,3,2,8,332,Intermedio
8732,Hovedgård,Jutland,33,0.0587,3.2811,14309.9,-43.5849,4,1,3,8,413,"Emergente (momentum, ticket medio-bajo)"
8740,Brædstrup,Jutland,33,-0.3602,4.1983,15654.6,-67.4474,1,3,3,7,133,Intermedio
8751,Gedved,Jutland,33,0.312,3.0373,12115.2,-77.7296,5,1,2,8,512,"Emergente (momentum, ticket medio-bajo)"
8752,Astbirk,Jutland,33,0.0701,3.5289,15209.3,-89.6293,4,2,3,9,423,"Emergente (momentum, ticket medio-bajo)"
8766,Nørre Snede,Jutland,33,0.1795,3.1142,9672.0,-58.1783,5,1,1,7,511,"Emergente (momentum, ticket medio-bajo)"
8783,Hornsyld,Jutland,33,-0.3194,3.1551,10648.5,-39.7969,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
8800,Viborg,Jutland,33,-0.0698,5.8413,17026.4,-55.2537,2,5,3,10,253,Intermedio
8830,Tjele,Jutland,33,0.6595,4.191,10710.9,-47.8714,5,3,1,9,531,"Emergente (momentum, ticket medio-bajo)"
8831,Løgstrup,Jutland,33,-0.2706,3.4162,14262.7,-48.704,1,2,3,6,123,"Periferico dormido (iliquido, frio)"
8832,Skals,Jutland,33,-0.1334,3.46,11997.3,-68.8064,2,2,2,6,222,"Periferico dormido (iliquido, frio)"
8840,Rødkærsbro,Jutland,33,-0.1141,3.0033,8936.4,-58.5379,2,1,1,4,211,"Periferico dormido (iliquido, frio)"
8850,Bjerringbro,Jutland,33,0.0911,4.4859,11574.6,-68.7842,4,4,2,10,442,"Value liquido (barato, accesible)"
8860,Ulstrup,Jutland,33,-0.4267,3.5562,9674.0,-43.8358,1,2,1,4,121,"Periferico dormido (iliquido, frio)"
8870,Langå,Jutland,33,-0.2063,4.1532,13764.2,-47.0085,1,3,3,7,133,Intermedio
8881,Thorsø,Jutland,33,-0.0809,3.1818,13116.2,-54.3904,2,1,2,5,212,"Periferico dormido (iliquido, frio)"
8882,Fårvang,Jutland,33,-0.4642,3.203,12335.2,-51.3174,1,1,2,4,112,"Periferico dormido (iliquido, frio)"
8883,Gjern,Jutland,33,0.1366,3.0531,13409.6,-54.286,5,1,2,8,512,"Emergente (momentum, ticket medio-bajo)"
8900,Randers C,Jutland,33,-0.0964,4.7109,24049.5,-70.6977,2,4,4,10,244,"Premium frio (caro, sin momentum)"
8920,Randers NV,Jutland,33,-0.1984,5.1279,13533.6,-39.568,1,5,2,8,152,"Value liquido (barato, accesible)"
8930,Randers NA,Jutland,33,-0.188,4.5957,12622.3,-79.4957,1,4,2,7,142,"Value liquido (barato, accesible)"
8940,Randers SV,Jutland,33,-0.2251,4.2222,13426.5,-40.0222,1,3,2,6,132,Intermedio
8950,Arsted,Jutland,33,0.1982,3.5734,10512.8,-39.3691,5,2,1,8,521,"Emergente (momentum, ticket medio-bajo)"
8960,Randers SA,Jutland,33,-0.0863,4.6852,13887.2,-53.6798,2,4,3,9,243,Intermedio
8961,Allingåbro,Jutland,33,-0.2997,3.826,11670.4,-44.0589,1,3,2,6,132,Intermedio
8963,Auning,Jutland,33,-0.047,3.5768,11021.2,-40.823,3,2,1,6,321,Intermedio
8970,Havndal,Jutland,33,0.515,3.387,8882.3,-70.9089,5,2,1,8,521,"Emergente (momentum, ticket medio-bajo)"
8981,Spentrup,Jutland,33,-0.2003,3.4808,10333.3,-68.6248,1,2,1,4,121,"Periferico dormido (iliquido, frio)"
8983,Gjerlev J,Jutland,33,-0.5722,3.2511,9934.9,-67.2771,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
8990,Fårup,Jutland,33,-0.1743,3.0855,10168.0,-65.6775,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
9000,Aalborg,Jutland,33,-0.0813,6.0866,25782.6,-39.3872,2,5,5,12,255,"Premium frio (caro, sin momentum)"
9200,Aalborg SV,Jutland,33,-0.2436,4.3497,19468.9,-69.5811,1,4,4,9,144,"Premium frio (caro, sin momentum)"
9210,Aalborg SA,Jutland,33,-0.0253,4.3388,19979.0,-27.4521,3,4,4,11,344,Intermedio
9220,Aalborg Ast,Jutland,33,-0.0637,3.7889,17465.0,-63.5149,2,3,3,8,233,Intermedio
9230,Svenstrup J,Jutland,33,0.0998,4.3347,16738.0,-32.0617,4,4,3,11,443,"Emergente (momentum, ticket medio-bajo)"
9240,Nibe,Jutland,33,-0.0863,4.6388,14207.7,-29.5845,2,4,3,9,243,Intermedio
9260,Gistrup,Jutland,33,0.0261,3.9617,17821.8,-65.2874,4,3,4,11,434,Intermedio
9270,Klarup,Jutland,33,-0.3342,3.6889,23221.1,-39.771,1,2,4,7,124,"Premium frio (caro, sin momentum)"
9280,Storvorde,Jutland,33,-0.006,4.3602,11765.8,-31.4249,3,4,2,9,342,"Value liquido (barato, accesible)"
9293,Kongerslev,Jutland,33,0.2397,2.9681,8601.3,-62.9003,5,1,1,7,511,"Emergente (momentum, ticket medio-bajo)"
9300,Sæby,Jutland,33,-0.2646,4.7965,15698.2,-45.7146,1,5,3,9,153,Intermedio
9310,Vodskov,Jutland,33,-0.0547,4.3763,14504.2,-68.0155,2,4,3,9,243,Intermedio
9320,Hjallerup,Jutland,33,-0.1767,3.8912,11633.7,-59.6066,1,3,2,6,132,Intermedio
9330,Dronninglund,Jutland,33,-0.4595,4.1484,12404.7,-48.4068,1,3,2,6,132,Intermedio
9340,Asaa,Jutland,33,-0.1738,2.9618,8148.8,-68.6509,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
9362,Gandrup,Jutland,33,-0.0651,2.9835,9320.0,-63.8487,2,1,1,4,211,"Periferico dormido (iliquido, frio)"
9370,Hals,Jutland,33,0.0098,4.8293,13003.3,-32.7428,3,5,2,10,352,"Value liquido (barato, accesible)"
9380,Vestbjerg,Jutland,33,0.0647,3.1793,16936.8,-86.4947,4,1,3,8,413,"Emergente (momentum, ticket medio-bajo)"
9381,Sulsted,Jutland,33,0.0493,2.7951,10882.7,-46.336,4,1,1,6,411,"Emergente (momentum, ticket medio-bajo)"
9382,Tylstrup,Jutland,33,-0.2691,2.8279,9528.1,-80.6031,1,1,1,3,111,"Periferico dormido (iliquido, frio)"
9400,Nørresundby,Jutland,33,-0.1829,4.9264,22815.8,-65.1529,1,5,4,10,154,"Premium frio (caro, sin momentum)"
9430,Vadum,Jutland,33,0.1481,3.6312,12116.8,-69.4981,5,2,2,9,522,"Emergente (momentum, ticket medio-bajo)"
9440,Aabybro,Jutland,33,0.0025,4.4797,14586.8,-51.9131,3,4,3,10,343,Intermedio
9460,Brovst,Jutland,33,-0.3986,4.283,8521.4,-49.2858,1,4,1,6,141,"Value liquido (barato, accesible)"
9480,Løkken,Jutland,33,0.0292,4.8293,17996.5,-38.3144,4,5,4,13,454,Champions (premium caliente-liquido)
9490,Pandrup,Jutland,33,0.1924,4.2593,14362.8,-37.2604,5,4,3,12,543,"Emergente (momentum, ticket medio-bajo)"
